lexeme,category,declension,variation,kind,additional_info
religiosus,a1,1,1,POS,XXXAO
reliquus,a1,1,1,POS,XXXAO
remissus,a1,1,1,nor,XXXAO
remotus,a1,1,1,POS,XXXDX
repandus,a1,1,1,POS,XXXDX
repentinus,a1,1,1,POS,XXXDX
repetitus,a1,1,1,POS,XXXDS
repletus,a1,1,1,POS,XXXDX
repositus,a1,1,1,POS,XXXDO
repostus,a1,1,1,POS,XXXDO
repraesentativus,a1,1,1,POS,GXXEK
reprobus,a1,1,1,POS,XXXEO
reptatus,a1,1,1,POS,XXXES
repulsivus,a1,1,1,POS,GXXEK
requietus,a1,1,1,POS,XXXDX
residuus,a1,1,1,POS,XXXDX
resimus,a1,1,1,POS,XXXDX
resinaceus,a1,1,1,POS,XAXFO
resinosus,a1,1,1,POS,XXXFS
resonus,a1,1,1,POS,XXXDX
restitutorius,a1,1,1,POS,XLXCO
restrictus,a1,1,1,nor,XXXEX
restrictivus,a1,1,1,POS,GXXEK
resupinus,a1,1,1,POS,XXXDX
reticulatus,a1,1,1,POS,XXXFS
retorridus,a1,1,1,POS,XXXCS
retractus,a1,1,1,POS,XXXDS
retroscopicus,a1,1,1,POS,GXXEK
retrospectivus,a1,1,1,POS,GXXEK
retunsus,a1,1,1,nor,XXXCS
retusus,a1,1,1,nor,XXXCS
reverberatus,a1,1,1,POS,XXXFF
reverendus,a1,1,1,nor,XPXDS
rhetoricus,a1,1,1,POS,XXXDX
rhythmicus,a1,1,1,POS,XDXEO
ridibundus,a1,1,1,POS,BXXFS
ridiculus,a1,1,1,POS,XXXCO
ridicularius,a1,1,1,POS,XXXEC
rigidus,a1,1,1,POS,XXXBX
riguus,a1,1,1,POS,XXXDX
rimosus,a1,1,1,POS,XXXDX
rixosus,a1,1,1,POS,XXXFS
robus,a1,1,1,POS,XAXEO
robeus,a1,1,1,POS,XAXCO
robius,a1,1,1,POS,XAXCO
robiginosus,a1,1,1,POS,XXXEC
roboreus,a1,1,1,POS,XXXCO
robureus,a1,1,1,POS,XXXCO
robustus,a1,1,1,nor,XXXAO
romanus,a1,1,1,POS,XXXAX
Romanicus,a1,1,1,POS,GXXEK
romanticus,a1,1,1,POS,GXXEK
Romulus,a1,1,1,POS,XXIDO
roridus,a1,1,1,POS,XXXEC
rorulentus,a1,1,1,POS,XXXFS
rosaceus,a1,1,1,POS,XAXCO
rosacius,a1,1,1,POS,XAXIO
rosarius,a1,1,1,POS,XAXEO
roscidus,a1,1,1,POS,XXXBO
roseus,a1,1,1,POS,XXXBO
rostratus,a1,1,1,POS,XXXDX
rotensus,a1,1,1,POS,FXXEN
rotundus,a1,1,1,nor,XXXAO
rubeus,a1,1,1,POS,XAXFO
rubellus,a1,1,1,POS,XXXEC
rubius,a1,1,1,POS,XAXDO
rubicundus,a1,1,1,POS,XXXDX
rubicundulus,a1,1,1,POS,XXXFS
rubricatus,a1,1,1,POS,XLXEO
rudectus,a1,1,1,POS,XXXFS
rufus,a1,1,1,nor,XXXCO
rufulus,a1,1,1,POS,XXXDS
rugosus,a1,1,1,POS,XXXDX
ruinosus,a1,1,1,POS,XXXDX
rusceus,a1,1,1,POS,XXXFO
russus,a1,1,1,POS,XXXDO
rusticus,a1,1,1,POS,XXXAX
rusticanus,a1,1,1,POS,XXXDX
rusticulus,a1,1,1,POS,XAXEC
rutus,a1,1,1,POS,ELXDS
rutilus,a1,1,1,POS,XXXBX
Rutilius,a1,1,1,POS,XXICO
rutundus,a1,1,1,nor,XXXAO
rythmicus,a1,1,1,POS,XDXEO
Sabinus,a1,1,1,POS,XXXDX
saccharatus,a1,1,1,POS,GXXEK
sacratus,a1,1,1,POS,XEXDX
sacrificus,a1,1,1,POS,XEXDX
sacrilegus,a1,1,1,POS,XEXDX
sacrosanctus,a1,1,1,POS,XEXDX
saetosus,a1,1,1,POS,XXXDX
saevus,a1,1,1,nor,XXXAO
saevidicus,a1,1,1,POS,XXXEC
sagus,a1,1,1,POS,XXXDS
sagatus,a1,1,1,POS,XXXEC
sagittarius,a1,1,1,POS,XWXCO
sagittatus,a1,1,1,POS,XWXFO
salarius,a1,1,1,POS,XXXDX
salebrosus,a1,1,1,POS,XXXEC
salignus,a1,1,1,POS,XAXCO
saligneus,a1,1,1,POS,XAXCO
salmoneus,a1,1,1,POS,GXXEK
salsus,a1,1,1,nor,XXXBO
saltatorius,a1,1,1,POS,XDXDS
saltuosus,a1,1,1,POS,XXXDX
salutigerulus,a1,1,1,POS,BXXFS
salvus,a1,1,1,POS,XXXAX
salvificus,a1,1,1,POS,EEXFS
Samaritanus,a1,1,1,POS,DXQES
Samariticus,a1,1,1,POS,DXQFS
Samius,a1,1,1,POS,XXXCO
sanus,a1,1,1,POS,XXXAX
sanctus,a1,1,1,nor,XXXAX
sandaliarius,a1,1,1,POS,XXXEC
sanguinarius,a1,1,1,POS,XXXEC
sanguineus,a1,1,1,POS,XXXDX
sanguinolentus,a1,1,1,POS,XXXDX
sanguinulentus,a1,1,1,POS,XXXFX
sanitarius,a1,1,1,POS,GXXEK
sapidus,a1,1,1,POS,FXXFM
sapineus,a1,1,1,POS,XXXFS
sarcinarius,a1,1,1,POS,XXXFO
Sardus,a1,1,1,POS,XXIDS
sardius,a1,1,1,POS,DXXFS
sardinus,a1,1,1,POS,DXXFS
Sardonius,a1,1,1,POS,XXIEO
sardonichus,a1,1,1,POS,EXXFS
Sarmaticus,a1,1,1,POS,XXXDS
satus,a1,1,1,POS,XXXDX
satanicus,a1,1,1,POS,GXXEK
sativus,a1,1,1,POS,XAXES
saucius,a1,1,1,POS,XXXBX
saxeus,a1,1,1,POS,XXXDX
saxificus,a1,1,1,POS,XXXDX
saxosus,a1,1,1,POS,XXXDX
scabiosus,a1,1,1,POS,XXXEC
scabrosus,a1,1,1,POS,DXXES
scaenicus,a1,1,1,POS,XXXDX
scaevus,a1,1,1,POS,XXXEC
scalpratus,a1,1,1,POS,XXXCO
scandalosus,a1,1,1,POS,FXXEF
scaurus,a1,1,1,POS,XXXEC
sceleratus,a1,1,1,nor,XXXAO
scelerosus,a1,1,1,POS,XXXDX
scelestus,a1,1,1,POS,XXXDX
scenofactorius,a1,1,1,POS,EXXFS
scepticus,a1,1,1,POS,GXXEK
schismaticus,a1,1,1,POS,DEXEE
scholarus,a1,1,1,POS,XGXFO
scholasticus,a1,1,1,POS,XGXCO
scholicus,a1,1,1,POS,XGXFO
scius,a1,1,1,POS,XXXEO
scientificus,a1,1,1,POS,FSXFM
scirpus,a1,1,1,POS,XAXEO
scirpiculus,a1,1,1,POS,XAXEO
scitus,a1,1,1,POS,XXXDX
scitulus,a1,1,1,POS,XXXDS
scolasticus,a1,1,1,POS,XGXCO
scopulosus,a1,1,1,POS,XXXFS
scorteus,a1,1,1,POS,XXXDX
scribtus,a1,1,1,POS,BXXFX
scriptorius,a1,1,1,POS,GXXEK
scrofinus,a1,1,1,POS,XAXNO
scrofipascus,a1,1,1,POS,XAXNO
scrupeus,a1,1,1,POS,XXXDX
scruposus,a1,1,1,POS,XXXEC
scrupulosus,a1,1,1,POS,XXXDX
scutarius,a1,1,1,POS,EWXFS
scutatus,a1,1,1,POS,XXXDX
scutulatus,a1,1,1,POS,GXXEK
seclusus,a1,1,1,POS,XXXDS
secretus,a1,1,1,nor,XXXAX
sectarius,a1,1,1,POS,XXXDS
sectivus,a1,1,1,POS,GXXEK
secularus,a1,1,1,nor,EEXCM
secundus,a1,1,1,nor,XXXAX
secundarius,a1,1,1,POS,XXXES
secundogenitus,a1,1,1,POS,FXXFM
securus,a1,1,1,POS,XXXAX
sedatus,a1,1,1,POS,XXXDX
sedentarius,a1,1,1,POS,XXXDS
seditiosus,a1,1,1,POS,XXXDX
seductus,a1,1,1,POS,XXXDX
sedulus,a1,1,1,POS,XXXBX
segmentatus,a1,1,1,POS,XXXEC
Seius,a1,1,1,POS,XLICO
seisitus,a1,1,1,POS,FLXFJ
seiugatus,a1,1,1,POS,XXXEC
selectivus,a1,1,1,POS,GXXEK
sellariolus,a1,1,1,POS,XXXFO
sellularius,a1,1,1,POS,XXXFS
semanticus,a1,1,1,POS,GXXEK
sementivus,a1,1,1,POS,XAXCO
semermus,a1,1,1,POS,XWXDO
semesus,a1,1,1,POS,XXXDX
semiadapertus,a1,1,1,POS,XXXDX
semianimus,a1,1,1,POS,XXXDX
semiapertus,a1,1,1,POS,XXXDX
semicoctus,a1,1,1,POS,XXXFS
semicremus,a1,1,1,POS,XXXDX
semicrematus,a1,1,1,POS,XXXDX
semideus,a1,1,1,POS,XXXEC
semidoctus,a1,1,1,POS,XXXEC
semiermus,a1,1,1,POS,XWXDO
semiesus,a1,1,1,POS,XXXDS
semifactus,a1,1,1,POS,XXXEC
semigermanus,a1,1,1,POS,XXXEC
semilautus,a1,1,1,POS,XXXFS
semimarinus,a1,1,1,POS,XXXDX
seminudus,a1,1,1,POS,XXXDX
semiplenus,a1,1,1,POS,XXXDX
semiputatus,a1,1,1,POS,XXXDX
semirasus,a1,1,1,POS,XXXDS
semireductus,a1,1,1,POS,XXXDX
semirefectus,a1,1,1,POS,XXXEC
semirefetcus,a1,1,1,POS,XXXDX
semirutus,a1,1,1,POS,XXXDX
semisepultus,a1,1,1,POS,XXXDX
semisomnus,a1,1,1,POS,XXXDX
semisupinus,a1,1,1,POS,XXXDX
semitarius,a1,1,1,POS,XXXEC
semiustus,a1,1,1,POS,XXXDX
semiustulatus,a1,1,1,POS,XXXEC
semivivus,a1,1,1,POS,XXXDX
semotus,a1,1,1,POS,XXXDX
sempiternus,a1,1,1,POS,XXXCO
Sempronius,a1,1,1,POS,XXXFS
Sempronianus,a1,1,1,POS,XXXFS
semunciarius,a1,1,1,POS,XXXEC
semustus,a1,1,1,POS,XXXDX
semustulatus,a1,1,1,POS,XXXEC
senus,a1,1,1,POS,XXXDX
senarius,a1,1,1,POS,XXXEC
senatus,a1,1,1,POS,GXXFK
senatorius,a1,1,1,POS,XXXDX
senectus,a1,1,1,POS,XXXES
sensatus,a1,1,1,POS,EXXEP
sensitivus,a1,1,1,POS,FEXDF
sensorius,a1,1,1,POS,GXXEK
sentus,a1,1,1,POS,XXXDX
sententiosus,a1,1,1,POS,XXXEC
sepiaceus,a1,1,1,POS,GXXEK
sepositus,a1,1,1,POS,XXXDS
septemfluus,a1,1,1,POS,XXXDX
septemgeminus,a1,1,1,POS,XXXDX
septemtrionarius,a1,1,1,POS,XXXFO
septenarius,a1,1,1,POS,XXXEC
septentrionarius,a1,1,1,POS,XXXFO
septicus,a1,1,1,POS,XBXES
septifarius,a1,1,1,POS,EXXFP
septiformus,a1,1,1,POS,FXXEM
septimanus,a1,1,1,POS,XXXEC
septuagenarius,a1,1,1,POS,XXXES
septuplus,a1,1,1,POS,EEXDP
sepultus,a1,1,1,POS,FXXEN
Sequanus,a1,1,1,POS,XXXDX
sequestrarius,a1,1,1,POS,XLXEO
serus,a1,1,1,nor,XXXBX
seraphicus,a1,1,1,POS,FEXFM
seraphinus,a1,1,1,POS,FEXFM
serenus,a1,1,1,POS,XXXAX
serius,a1,1,1,POS,XXXDX
Sericus,a1,1,1,POS,XXXDO
sericus,a1,1,1,POS,XXXDX
sericarius,a1,1,1,POS,XXXIO
sericatus,a1,1,1,POS,XXXFO
seriosus,a1,1,1,POS,FXXFM
serotinus,a1,1,1,POS,XXXAO
serratus,a1,1,1,POS,XXXDO
sertus,a1,1,1,POS,XXXDX
servianus,a1,1,1,POS,XLXES
sescenarius,a1,1,1,POS,XXXEC
sesquaquartnarius,a1,1,1,POS,FSXFM
sesquidecimus,a1,1,1,POS,ESXEP
sesquimellesimus,a1,1,1,POS,FXXEM
sesquinonus,a1,1,1,POS,ESXEP
sesquioctavus,a1,1,1,POS,XXXEC
sesquiquartus,a1,1,1,POS,FSXFM
sesquiquartnarius,a1,1,1,POS,FSXFM
sesquiquintus,a1,1,1,POS,ESXDS
sesquiseptimus,a1,1,1,POS,FSXFM
sesquisextus,a1,1,1,POS,ESXEP
sesquitertius,a1,1,1,POS,XSXEO
sesquivicesimus,a1,1,1,POS,ESXEP
Seubus,a1,1,1,POS,XXXDX
severus,a1,1,1,nor,XXXBX
sexagenarius,a1,1,1,POS,XXXEC
sexangulus,a1,1,1,POS,XXXDX
sexcenarius,a1,1,1,POS,XXXEC
sexquaquartnarius,a1,1,1,POS,FSXFM
sexquetertius,a1,1,1,POS,FSXEO
sexquiquartus,a1,1,1,POS,FSXFM
sexquiquartnarius,a1,1,1,POS,FSXFM
sexquitertius,a1,1,1,POS,FSXEM
Sextius,a1,1,1,POS,XXXCO
sextusdecimus,a1,1,1,POS,XXXEC
sibilus,a1,1,1,POS,XXXDX
Sibyllinus,a1,1,1,POS,XXXDX
siccus,a1,1,1,POS,XXXBX
siccaneus,a1,1,1,POS,XXXFS
siccoculus,a1,1,1,POS,BXXFS
sicilicus,a1,1,1,POS,XXXES
Siculus,a1,1,1,POS,XXICO
sidereus,a1,1,1,POS,XXXBX
sigillatus,a1,1,1,POS,XXXEC
silus,a1,1,1,POS,XXXEC
silentiosus,a1,1,1,POS,XXXFS
siliceus,a1,1,1,POS,XXXFS
siligineus,a1,1,1,POS,XAXFS
silvicolus,a1,1,1,POS,XXXDX
silvifragus,a1,1,1,POS,XXXEC
silvosus,a1,1,1,POS,XXXEC
simus,a1,1,1,POS,XBXCO
similaginarius,a1,1,1,POS,XAQIO
similagineus,a1,1,1,POS,XAQIO
simulus,a1,1,1,POS,XXXDX
sincerus,a1,1,1,nor,XXXDX
singulus,a1,1,1,POS,XXXAX
sinuosus,a1,1,1,POS,XXXDX
Sireneus,a1,1,1,POS,DYXFS
Sirenius,a1,1,1,POS,XYXFO
Sirius,a1,1,1,POS,DXXFX
sirpeus,a1,1,1,POS,XAXEC
sirpius,a1,1,1,POS,XAXEC
sirpiculus,a1,1,1,POS,XAXEO
situs,a1,1,1,POS,XXXDX
siticulosus,a1,1,1,POS,XXXEC
smaragdinus,a1,1,1,POS,XXHFO
sobrius,a1,1,1,POS,XXXBX
sobriefactus,a1,1,1,POS,XXXFO
socius,a1,1,1,POS,XXXDS
socialisticus,a1,1,1,POS,GXXEK
sociologicus,a1,1,1,POS,GXXEK
socolateus,a1,1,1,POS,GXXEK
Socraticus,a1,1,1,POS,XXXCZ
sodalicius,a1,1,1,POS,XXXDS
sodalitius,a1,1,1,POS,XXXDS
sofisticus,a1,1,1,POS,ESXDW
soissus,a1,1,1,POS,XXXDS
solus,a1,1,3,POS,XXXAX
solarius,a1,1,1,POS,XXXEO
soldus,a1,1,1,POS,XXXES
solearius,a1,1,1,POS,BXXFS
solidus,a1,1,1,nor,XXXAO
solistimus,a1,1,1,POS,XXXFS
solitus,a1,1,1,POS,XXXDX
solitarius,a1,1,1,POS,XXXBO
solivagus,a1,1,1,POS,XXXEC
sollicitus,a1,1,1,POS,XXXAX
sollistimus,a1,1,1,POS,XXXFS
soloecus,a1,1,1,POS,GXXET
solutus,a1,1,1,nor,XXXDX
somniculosus,a1,1,1,POS,XXXEC
somnificus,a1,1,1,POS,XXXDX
somnolentus,a1,1,1,POS,EXXES
sonivius,a1,1,1,POS,XXXEC
sonorus,a1,1,1,POS,XXXDX
sonticus,a1,1,1,POS,XXXEC
sophus,a1,1,1,POS,XXXES
sophismatius,a1,1,1,POS,XGXFS
sophisticus,a1,1,1,POS,XSXDO
soporus,a1,1,1,POS,XXXDX
sordidus,a1,1,1,nor,XXXBX
sordidatus,a1,1,1,POS,XXXDX
sordidulus,a1,1,1,POS,XXXEC
soricinus,a1,1,1,POS,BXXFS
sororius,a1,1,1,POS,XXXDX
sortilegus,a1,1,1,POS,XXXEC
sortitus,a1,1,1,POS,XXXDS
Spartanus,a1,1,1,POS,BXHDS
sparteus,a1,1,1,POS,XAXFS
spasticus,a1,1,1,POS,XBXNS
spatiosus,a1,1,1,POS,XXXDX
speciosus,a1,1,1,nor,XXXBO
speculabundus,a1,1,1,POS,XXXEC
speculatorius,a1,1,1,POS,XXXDX
sphaeratus,a1,1,1,POS,GXXEK
spiceus,a1,1,1,POS,XXXDX
spineus,a1,1,1,POS,XXXDX
spinosus,a1,1,1,POS,XXXDX
spirituosus,a1,1,1,POS,GXXEK
spissus,a1,1,1,POS,XXXDX
splendidus,a1,1,1,POS,XXXBX
spontaneus,a1,1,1,POS,DXXDS
spumeus,a1,1,1,POS,XXXDX
spumosus,a1,1,1,POS,XXXDX
spurcus,a1,1,1,POS,XXXDX
spurcidicus,a1,1,1,POS,BXXFS
spurcificus,a1,1,1,POS,BXXFS
spurius,a1,1,1,POS,XXXES
sputatilicus,a1,1,1,POS,XXXES
squalidus,a1,1,1,POS,XXXDX
squameus,a1,1,1,POS,XXXDX
squamosus,a1,1,1,POS,XXXDX
stagneus,a1,1,1,POS,XTXCO
stagnosus,a1,1,1,POS,EAXFS
stamineus,a1,1,1,POS,XXXDX
status,a1,1,1,POS,XXXDS
statarius,a1,1,1,POS,XXXDX
staticus,a1,1,1,POS,GXXEK
statisticus,a1,1,1,POS,GXXEK
stativus,a1,1,1,POS,XXXDX
statuarius,a1,1,1,POS,XXXEC
stellatus,a1,1,1,POS,XXXCS
stercoreus,a1,1,1,POS,BXXFS
stercorosus,a1,1,1,POS,XXXFS
stereophonicus,a1,1,1,POS,HTXEK
stibinus,a1,1,1,POS,DXXFS
stilisticus,a1,1,1,POS,GXXEK
stimuleus,a1,1,1,POS,XXXDS
stipendiarius,a1,1,1,POS,XXXDX
stlatarius,a1,1,1,POS,XXXEC
stlattarius,a1,1,1,POS,XXXFS
Stoicus,a1,1,1,POS,XXXDX
stolatus,a1,1,1,POS,XXXFS
stolidus,a1,1,1,nor,XXXDX
stomachosus,a1,1,1,POS,XXXDX
stragulus,a1,1,1,POS,XXXDX
stramineus,a1,1,1,POS,XXXEO
stratus,a1,1,1,POS,XXXDS
stratioticus,a1,1,1,POS,XWXDO
strenuus,a1,1,1,POS,XXXDX
strictus,a1,1,1,POS,XXXDX
stridulus,a1,1,1,POS,XXXDX
strigosus,a1,1,1,POS,XXXDX
strinuus,a1,1,1,POS,FXXFX
strumosus,a1,1,1,POS,XXXEC
strutheus,a1,1,1,POS,XAXFS
struthiocamelinus,a1,1,1,POS,XAXNS
struthocamelinus,a1,1,1,POS,XAXNO
studiosus,a1,1,1,nor,XXXBX
stultus,a1,1,1,POS,XXXBX
stultividus,a1,1,1,POS,XXXDS
stupeus,a1,1,1,POS,XXXDS
stupefactivus,a1,1,1,POS,GXXEK
stupidus,a1,1,1,POS,XXXEC
stuppeus,a1,1,1,POS,XXXDX
stygius,a1,1,1,POS,XXXFS
Stygius,a1,1,1,POS,XXXDS
styracinus,a1,1,1,POS,DBXFS
suus,a1,1,1,POS,XXXDX
suadus,a1,1,1,POS,XXXEC
suasorius,a1,1,1,POS,XGXEO
suavidicus,a1,1,1,POS,XXXDX
subabsurdus,a1,1,1,POS,XXXEC
subacidus,a1,1,1,POS,XXXDX
subalbidus,a1,1,1,POS,XXXDS
subamarus,a1,1,1,POS,XXXEC
subaqueanus,a1,1,1,POS,GXXEK
subaquilus,a1,1,1,POS,XXXDS
subausterus,a1,1,1,POS,DXXDS
subcaesius,a1,1,1,POS,GXXET
subcavus,a1,1,1,POS,DXXDS
subcinericius,a1,1,1,POS,EXXDS
subconscius,a1,1,1,POS,GXXEK
subcrudus,a1,1,1,POS,XXXDS
subdisjunctivus,a1,1,1,POS,FXXFM
subditus,a1,1,1,POS,EEXDX
subditicius,a1,1,1,POS,XXXEC
subditivus,a1,1,1,POS,XXXEC
subdolus,a1,1,1,POS,XXXDX
subhorridus,a1,1,1,POS,XXXEC
subinsulsus,a1,1,1,POS,XXXEC
subinvisus,a1,1,1,POS,XXXDS
subiratus,a1,1,1,POS,XXXES
subitus,a1,1,1,POS,XXXDX
subitaneus,a1,1,1,POS,XXXDO
subitarius,a1,1,1,POS,XXXDX
subjectus,a1,1,1,nor,XXXDX
subjunctivus,a1,1,1,POS,XXXFS
sublatus,a1,1,1,POS,XXXDS
sublestus,a1,1,1,POS,BXXES
sublicius,a1,1,1,POS,XXXDX
sublimus,a1,1,1,nor,XXXCO
sublividus,a1,1,1,POS,XXXFS
sublucidus,a1,1,1,POS,DXXDS
submedius,a1,1,1,POS,DXXFS
submissus,a1,1,1,POS,XXXDX
submolestus,a1,1,1,POS,XXXEC
submorosus,a1,1,1,POS,XXXEC
subnisus,a1,1,1,POS,XXXDS
subnixus,a1,1,1,POS,XXXDX
subnubilus,a1,1,1,POS,XXXDX
subobscaenus,a1,1,1,POS,XXXEC
subobscenus,a1,1,1,POS,XXXDS
subobscurus,a1,1,1,POS,XXXEC
subodiosus,a1,1,1,POS,XXXEC
subpositivus,a1,1,1,POS,EXXEP
subpuratus,a1,1,1,POS,XBXDO
subpuratorius,a1,1,1,POS,XBXNO
subrancidus,a1,1,1,POS,XXXEC
subraucus,a1,1,1,POS,XXXEC
subrufus,a1,1,1,POS,XXXDS
subrusticus,a1,1,1,POS,XXXDX
subsecivus,a1,1,1,POS,XXXEC
subsericus,a1,1,1,POS,XXXDS
subsicivus,a1,1,1,POS,XXXEC
subsidiarius,a1,1,1,POS,ELXES
subsignanus,a1,1,1,POS,XWXEC
substantivus,a1,1,1,POS,FXXES
substrictus,a1,1,1,nor,XXXDS
subsutus,a1,1,1,POS,XXXDX
subterraneus,a1,1,1,POS,XXXDX
subturpiculus,a1,1,1,POS,XXXEC
subtusus,a1,1,1,POS,XXXDS
suburbanus,a1,1,1,POS,XXXDX
subvexus,a1,1,1,POS,XXXDX
succavus,a1,1,1,POS,XXXEC
succiduus,a1,1,1,POS,XXXDX
succinericius,a1,1,1,POS,EXXDS
succrispus,a1,1,1,POS,XXXDS
sucidus,a1,1,1,POS,XXXEC
sucinus,a1,1,1,POS,XXXEC
suculentus,a1,1,1,POS,XXXFS
sudus,a1,1,1,POS,XXXDX
sudatorius,a1,1,1,POS,XXXEC
suetus,a1,1,1,POS,XXXDX
sufflavus,a1,1,1,POS,GXXET
suffragatorius,a1,1,1,POS,XXXDS
suffusus,a1,1,1,POS,XXXDS
suffuscus,a1,1,1,POS,XXXEC
suicidarius,a1,1,1,POS,GXXEK
suillus,a1,1,1,POS,XXXDX
sulfuratus,a1,1,1,POS,XXXEC
sulphureus,a1,1,1,POS,XXXDX
Sulpicius,a1,1,1,POS,XXXCS
sulpureus,a1,1,1,POS,XXXDX
summissus,a1,1,1,POS,XXXDX
summolestus,a1,1,1,POS,XXXEC
summorosus,a1,1,1,POS,XXXEC
sumptuarius,a1,1,1,POS,XXXDX
sumptuosus,a1,1,1,POS,XXXDX
superus,a1,1,1,nor,XXXAX
superbus,a1,1,1,POS,XXXAX
supercilius,a1,1,1,POS,EXXFS
superciliosus,a1,1,1,POS,XXXDS
superfixus,a1,1,1,POS,XXXEC
superfluus,a1,1,1,POS,XXXCO
superlatus,a1,1,1,POS,XXXEC
supernus,a1,1,1,POS,XXXBX
superstitiosus,a1,1,1,POS,XXXDX
supervacaneus,a1,1,1,POS,XXXDX
supervacuus,a1,1,1,POS,XXXDX
supervacuaneus,a1,1,1,POS,CXXFX
supinus,a1,1,1,POS,XXXDX
suppus,a1,1,1,POS,XXXEC
suppalidus,a1,1,1,POS,XXXDS
suppernatus,a1,1,1,POS,XXXEC
suppositicius,a1,1,1,POS,XXXET
supposititius,a1,1,1,POS,GXXET
suppuratus,a1,1,1,POS,XBXDO
suppuratorius,a1,1,1,POS,XBXNO
suprascriptus,a1,1,1,POS,EXXEP
Surus,a1,1,1,POS,XXQCS
surculosus,a1,1,1,POS,DAXNS
surdus,a1,1,1,POS,XXXDX
surpiculus,a1,1,1,POS,XAXES
surrepticius,a1,1,1,POS,XXXDX
surreptitius,a1,1,1,POS,XXXES
surrubicundus,a1,1,1,POS,DXXDS
surruncivus,a1,1,1,POS,DXXDS
surrutilus,a1,1,1,POS,DXXDS
susicivus,a1,1,1,POS,FXXEN
suspectus,a1,1,1,nor,XXXBO
suspensus,a1,1,1,POS,XXXDX
suspiciosus,a1,1,1,POS,XXXEC
suspiriosus,a1,1,1,POS,XXXES
susurrus,a1,1,1,POS,XXXDX
sutorius,a1,1,1,POS,XXXDS
sutrinus,a1,1,1,POS,XXXEC
symbolicus,a1,1,1,POS,ESXDX
symphoniacus,a1,1,1,POS,XXXEC
symposiacus,a1,1,1,POS,XXXFS
syncopatus,a1,1,1,POS,EBXEP
syntheticus,a1,1,1,POS,GXXEK
syphiliticus,a1,1,1,POS,GBXEK
Syrus,a1,1,1,POS,XXQCS
Syriacus,a1,1,1,POS,XXQCO
tabacarius,a1,1,1,POS,GAXEK
tabacinus,a1,1,1,POS,GAXEK
tabefactus,a1,1,1,POS,EXXES
tabidus,a1,1,1,POS,XXXDX
tabidulus,a1,1,1,POS,XXXEC
tabificus,a1,1,1,POS,XXXDX
tabulatus,a1,1,1,POS,XXXEC
tacitus,a1,1,1,POS,XXXAX
taciturnus,a1,1,1,POS,XXXDX
taetricus,a1,1,1,POS,XXXES
talarius,a1,1,1,POS,XXXDX
taminius,a1,1,1,POS,XAXFS
tantus,a1,1,1,POS,XXXAX
tantillus,a1,1,1,POS,XXXDX
tantulus,a1,1,1,POS,XXXDX
tardus,a1,1,1,nor,XXXAX
tardiusculus,a1,1,1,POS,BXXFS
Tartareus,a1,1,1,POS,XXXDX
taureus,a1,1,1,POS,XXXDX
taurinus,a1,1,1,POS,XXXDX
taxeus,a1,1,1,POS,XAXES
teanus,a1,1,1,POS,GXXEK
technicus,a1,1,1,POS,GXXEK
technocraticus,a1,1,1,POS,GSXEK
technologicus,a1,1,1,POS,GSXEK
tectus,a1,1,1,nor,XXXCO
tectorius,a1,1,1,POS,XXXEC
telegraphicus,a1,1,1,POS,GXXEK
telephonicus,a1,1,1,POS,HXXEK
televisificus,a1,1,1,POS,HXXEK
telonicus,a1,1,1,POS,GLXET
temerarius,a1,1,1,POS,XXXDX
temperatus,a1,1,1,nor,XXXDX
tempestivus,a1,1,1,POS,XXXDX
tempestuosus,a1,1,1,POS,FXXEM
temporaneus,a1,1,1,POS,DXXES
temporarius,a1,1,1,POS,XXXCO
temporivus,a1,1,1,POS,EXXFW
temptabundus,a1,1,1,POS,XXXEC
temulentus,a1,1,1,POS,XXXDX
tenebricosus,a1,1,1,POS,XXXDX
tenebrosus,a1,1,1,POS,XXXEC
tenellus,a1,1,1,POS,XXXDX
tenellulus,a1,1,1,POS,XXXDX
tentabundus,a1,1,1,POS,XXXDX
tenuiculus,a1,1,1,POS,XXXEC
tepidus,a1,1,1,POS,XXXDX
terebenthinus,a1,1,1,POS,XAXDO
terebinthinus,a1,1,1,POS,XAXDO
tergeminus,a1,1,1,POS,XXXDX
ternus,a1,1,1,POS,XXXDX
ternarius,a1,1,1,POS,XXXEO
terreus,a1,1,1,POS,XXXDX
terrenus,a1,1,1,POS,XXXDX
terrificus,a1,1,1,POS,XXXDX
terrigenus,a1,1,1,POS,XYXFS
terriginus,a1,1,1,POS,EYXFW
terriloquus,a1,1,1,POS,XXXDX
terroristicus,a1,1,1,POS,GXXEK
tersus,a1,1,1,POS,XXXDX
tertianus,a1,1,1,POS,XXXEC
tertiarius,a1,1,1,POS,XXXEO
tertiatus,a1,1,1,POS,XXXFS
tessellatus,a1,1,1,POS,XXXDX
testaceus,a1,1,1,POS,XXXCO
testacius,a1,1,1,POS,XXXCO
testamentarius,a1,1,1,POS,XXXEC
testatus,a1,1,1,POS,XXXDX
testeus,a1,1,1,POS,XXXFO
testudinatus,a1,1,1,POS,XXXEO
testudineus,a1,1,1,POS,XXXDX
testudineatus,a1,1,1,POS,XXXEO
tetragonus,a1,1,1,POS,ESXFP
tetricus,a1,1,1,POS,XXXEC
textrinus,a1,1,1,POS,XXXDX
thalassicus,a1,1,1,POS,BXXFS
