lexeme,category,declension,variation,kind,additional_info
paralyticus,a1,1,1,POS,XBHES
parasiticus,a1,1,1,POS,XXXDS
parastaticus,a1,1,1,POS,XXXES
paratus,a1,1,1,nor,XXXDX
parcus,a1,1,1,POS,XXXBX
parentheticus,a1,1,1,POS,GXXEK
parietarius,a1,1,1,POS,FXXEK
paritarius,a1,1,1,POS,GXXEK
parlamentarius,a1,1,1,POS,GXXEK
parmatus,a1,1,1,POS,XXXEC
Parthicus,a1,1,1,POS,XXXCZ
particularisticus,a1,1,1,POS,GXXEK
parvus,a1,1,1,nor,XXXAX
parvolus,a1,1,1,POS,XXXDX
parvulus,a1,1,1,POS,XXXBX
pascuus,a1,1,1,POS,XAXDO
passus,a1,1,1,POS,XXXDS
passivus,a1,1,1,POS,XXXEO
pastorius,a1,1,1,POS,XAXDS
pastoricius,a1,1,1,POS,XAXDO
paternus,a1,1,1,POS,XXXBX
pathicus,a1,1,1,nor,XXXCO
pathologicus,a1,1,1,POS,GBXEK
patibulatus,a1,1,1,POS,XXXDS
patrius,a1,1,1,POS,XXXBX
patricius,a1,1,1,POS,XXXDX
patrimus,a1,1,1,POS,XXXDX
patrioticus,a1,1,1,POS,XXXES
patritus,a1,1,1,POS,XXXEC
patronymicus,a1,1,1,POS,XXXES
patulus,a1,1,1,POS,XXXDX
paucus,a1,1,1,nor,XXXBO
pauculus,a1,1,1,POS,XXXCO
paulus,a1,1,1,POS,XXXAO
paullus,a1,1,1,POS,XXXCO
paullulus,a1,1,1,POS,XXXCO
paululus,a1,1,1,POS,XXXCO
pauperculus,a1,1,1,POS,XXXEC
paupertinus,a1,1,1,POS,XXXES
pauxillus,a1,1,1,POS,XXXEC
pauxillulus,a1,1,1,POS,XXXEC
pavidus,a1,1,1,POS,XXXDX
pavimentatus,a1,1,1,POS,XXXEX
peccabundus,a1,1,1,POS,FXXEM
peccatissimus,a1,1,1,POS,FXXEM
peccatorius,a1,1,1,POS,DXXES
pecorosus,a1,1,1,POS,XXXEC
pecuarius,a1,1,1,POS,XXXDX
pecuinus,a1,1,1,POS,XXXFS
peculiatus,a1,1,1,POS,XLXDS
peculiosus,a1,1,1,POS,XXXDS
pecuniarius,a1,1,1,POS,XXXEC
pecuniosus,a1,1,1,POS,XXXDX
pedarius,a1,1,1,POS,XXXEC
Pedius,a1,1,1,POS,XXXDO
pediculosus,a1,1,1,POS,XXXEC
pedisecus,a1,1,1,POS,BXXES
pedisequus,a1,1,1,POS,XXXES
pedissequus,a1,1,1,POS,XXXFS
peiorativus,a1,1,1,POS,GXXEK
pejeratus,a1,1,1,POS,XXXDX
pejerosus,a1,1,1,POS,XXXDX
pejuratus,a1,1,1,POS,XXXDX
pejurosus,a1,1,1,POS,XXXDX
pelagius,a1,1,1,POS,XXXDX
pelliceus,a1,1,1,POS,XAXEO
pellicius,a1,1,1,POS,XAXEO
pellitus,a1,1,1,POS,XXXDX
peltatus,a1,1,1,POS,XXXDX
penarius,a1,1,1,POS,XXXEC
pendulus,a1,1,1,POS,XXXDX
penitus,a1,1,1,POS,XXXBX
pennatus,a1,1,1,POS,XXXDX
pentachordus,a1,1,1,POS,DDXFS
penuarius,a1,1,1,POS,XXXEO
penuriosus,a1,1,1,POS,FXXEM
perabsurdus,a1,1,1,POS,XXXDX
peraccommodatus,a1,1,1,POS,XXXEC
peracerbus,a1,1,1,POS,XXXEC
peracutus,a1,1,1,POS,XXXDX
peramoenus,a1,1,1,POS,XXXEC
peramplus,a1,1,1,POS,XXXEC
perangustus,a1,1,1,POS,XXXDX
perantiquus,a1,1,1,POS,XXXDX
perappositus,a1,1,1,POS,XXXEC
perarduus,a1,1,1,POS,XXXEC
perargutus,a1,1,1,POS,XXXEC
peraridus,a1,1,1,POS,DXXDS
perattentus,a1,1,1,POS,XXXEC
perbeatus,a1,1,1,POS,XXXDX
perbenevolus,a1,1,1,POS,XXXEC
perblandus,a1,1,1,POS,XXXEC
perbonus,a1,1,1,POS,XXXDX
percalefactus,a1,1,1,POS,XXXEC
percarus,a1,1,1,POS,XXXDS
percautus,a1,1,1,POS,XXXEC
percitus,a1,1,1,POS,XXXDS
percommodus,a1,1,1,POS,XXXDX
percupidus,a1,1,1,POS,XXXEC
percuriosus,a1,1,1,POS,XXXEC
perdecorus,a1,1,1,POS,XXXEC
perdelirus,a1,1,1,POS,XXXEC
perdignus,a1,1,1,POS,XXXEC
perditus,a1,1,1,nor,XXXBO
perdiuturnus,a1,1,1,POS,XXXEC
peregrinus,a1,1,1,POS,XXXBX
peregrinabundus,a1,1,1,POS,XXXEC
perendinus,a1,1,1,POS,XXXDX
pereruditus,a1,1,1,POS,XXXEC
perexcelsus,a1,1,1,POS,XXXDS
perexiguus,a1,1,1,POS,XXXDX
perfacetus,a1,1,1,POS,XXXEC
perfectus,a1,1,1,POS,XXXDX
perfidus,a1,1,1,POS,XXXBX
perfidiosus,a1,1,1,POS,XXXDX
perflagitiosus,a1,1,1,POS,XXXEC
perfrigidus,a1,1,1,POS,XXXEC
pergamenicus,a1,1,1,POS,EXXEK
pergraphicus,a1,1,1,POS,BXXES
pergratus,a1,1,1,POS,XXXDX
perhonorificus,a1,1,1,POS,XXXEC
perhorridus,a1,1,1,POS,XXXEC
perhumanus,a1,1,1,POS,XXXEC
periculosus,a1,1,1,nor,XXXBX
peridoneus,a1,1,1,POS,XXXDX
periegeticus,a1,1,1,POS,GXXEK
perimbecillus,a1,1,1,POS,XXXEC
perincommodus,a1,1,1,POS,XXXEC
perinfirmus,a1,1,1,POS,XXXEC
peringeniosus,a1,1,1,POS,XXXEC
periniquus,a1,1,1,POS,XXXEC
perinvitus,a1,1,1,POS,XXXEC
Peripateticus,a1,1,1,POS,XSHEO
periphrasticus,a1,1,1,POS,GXXEK
peripneumonicus,a1,1,1,POS,XBXFS
periratus,a1,1,1,POS,XXXEC
peritus,a1,1,1,nor,XXXBX
perjucundus,a1,1,1,POS,XXXDX
perjurus,a1,1,1,POS,XXXDX
perlaetus,a1,1,1,POS,XXXEC
perlongus,a1,1,1,POS,XXXEC
perlucidus,a1,1,1,POS,XXXDX
perlucidulus,a1,1,1,POS,XXXEC
perluctuosus,a1,1,1,POS,XXXEC
permagnus,a1,1,1,POS,XXXDX
permarinus,a1,1,1,POS,XXXEC
permirus,a1,1,1,POS,XXXEC
permissivus,a1,1,1,POS,GXXEK
permistus,a1,1,1,POS,DXXDS
permixtus,a1,1,1,POS,XXXDS
permodestus,a1,1,1,POS,XXXEC
permolestus,a1,1,1,POS,XXXEC
permultus,a1,1,1,POS,XXXDX
pernecessarius,a1,1,1,POS,XXXEC
perniciosus,a1,1,1,POS,XXXDX
pernimius,a1,1,1,POS,XXXDS
perobscurus,a1,1,1,POS,XXXDX
perodiosus,a1,1,1,POS,XXXEC
peronatus,a1,1,1,POS,XXXEC
peropportunus,a1,1,1,POS,XXXDX
perornatus,a1,1,1,POS,XXXEC
perosus,a1,1,1,POS,XXXDS
perparvus,a1,1,1,POS,XXXDX
perparvulus,a1,1,1,POS,XXXEC
perpastus,a1,1,1,POS,XXXDS
perpaucus,a1,1,1,POS,XXXDX
perpauculus,a1,1,1,POS,XXXEC
perpetuus,a1,1,1,POS,XXXAX
perplexus,a1,1,1,POS,XXXDX
perplicatus,a1,1,1,POS,XXXEC
perpropinquus,a1,1,1,POS,XXXDX
perpusillus,a1,1,1,POS,XXXEC
perrarus,a1,1,1,POS,XXXDX
perreconditus,a1,1,1,POS,XXXEC
perridiculus,a1,1,1,POS,XXXEC
persalsus,a1,1,1,POS,XXXEC
perscitus,a1,1,1,POS,XXXEC
perseverus,a1,1,1,POS,XXXEC
Persicus,a1,1,1,POS,XXXCZ
persicinus,a1,1,1,POS,GXXEK
persolus,a1,1,1,POS,BXXFS
personatus,a1,1,1,POS,XXXDX
perspectus,a1,1,1,POS,XXXDS
perspicuus,a1,1,1,POS,XXXDX
perstudiosus,a1,1,1,POS,XXXEC
perterrefactus,a1,1,1,POS,XXXDS
perterricrepus,a1,1,1,POS,XXXFO
perterritus,a1,1,1,POS,DXXFS
pertimefactus,a1,1,1,POS,XXXDS
pertitus,a1,1,1,POS,ESXDX
pertricosus,a1,1,1,POS,XXXDX
perturbatus,a1,1,1,POS,XXXDS
pertusus,a1,1,1,POS,XXXDS
perurbanus,a1,1,1,POS,XXXEC
pervagus,a1,1,1,POS,XXXEC
perversus,a1,1,1,POS,XXXDX
pervius,a1,1,1,POS,XXXDX
pervorsus,a1,1,1,POS,XXXDS
pestilentiosus,a1,1,1,POS,DXXDS
petasatus,a1,1,1,POS,XXXEC
petilus,a1,1,1,POS,BXXFS
petrochemicus,a1,1,1,POS,GXXEK
petroleifus,a1,1,1,POS,GXXEK
petrosus,a1,1,1,POS,DXXES
petulcus,a1,1,1,POS,XXXDX
pexatus,a1,1,1,POS,XXXEC
phalaecius,a1,1,1,POS,XPXFS
phaleratus,a1,1,1,POS,XXXEC
phantasmaticus,a1,1,1,POS,EXXEP
phantasticus,a1,1,1,POS,FXXFM
pharetraus,a1,1,1,POS,XXXDX
pharetratus,a1,1,1,POS,XXXEC
pharmaceuticus,a1,1,1,POS,GXXEK
pherecratus,a1,1,1,POS,XPXFS
philologus,a1,1,1,POS,XGXEC
philosophus,a1,1,1,POS,XXXDS
philosophicus,a1,1,1,POS,XSXDS
phoneticus,a1,1,1,POS,GXXEK
photoelectricus,a1,1,1,POS,HSXEK
photographicus,a1,1,1,POS,GXXEK
phreneticus,a1,1,1,POS,XXXEC
Phrigius,a1,1,1,POS,XXQCO
Phrygius,a1,1,1,POS,XXQCO
phyleticus,a1,1,1,POS,GXXEK
physicus,a1,1,1,POS,XXXCO
pius,a1,1,1,nor,XXXAO
piceus,a1,1,1,POS,XXXDX
pictus,a1,1,1,nor,XXXCO
picturatus,a1,1,1,POS,XXXDX
pigmentarius,a1,1,1,POS,XXXEC
pigneraticius,a1,1,1,POS,XLXCO
piisimus,a1,1,1,POS,XXXES
pilatus,a1,1,1,POS,XWXFS
pilosus,a1,1,1,nor,XXXCO
pindaricus,a1,1,1,POS,XPXFS
pineus,a1,1,1,POS,XXXDX
pinnatus,a1,1,1,POS,XXXEC
piperatus,a1,1,1,POS,XAXES
piperitus,a1,1,1,POS,GXXEK
piraticus,a1,1,1,POS,XXXDX
piscarius,a1,1,1,POS,XAXDS
piscatorius,a1,1,1,POS,XXXDX
piscosus,a1,1,1,POS,XXXDX
pisculentus,a1,1,1,POS,XXXDS
pistaceus,a1,1,1,POS,GXXEK
pisticus,a1,1,1,POS,EXXES
pituinus,a1,1,1,POS,XAXFS
pituitosus,a1,1,1,POS,XBXEO
plus,a1,1,1,POS,XSXDX
placatus,a1,1,1,POS,XXXDX
placidus,a1,1,1,POS,XXXAX
placitus,a1,1,1,POS,XPXDS
plagatus,a1,1,1,POS,FXXEN
plagigerulus,a1,1,1,POS,BXXFS
plagosus,a1,1,1,POS,XXXDX
planus,a1,1,1,nor,XXXBX
plasticus,a1,1,1,POS,HXXEK
Platonicus,a1,1,1,POS,XXXCZ
plebeius,a1,1,1,POS,XXXDX
plenus,a1,1,1,nor,XXXAX
plenarius,a1,1,1,POS,FXXDF
plennus,a1,1,1,POS,XXXEO
plerus,a1,1,1,POS,XXXAX
pleuriticus,a1,1,1,POS,XBXES
plexus,a1,1,1,POS,XXXDS
plicatus,a1,1,1,POS,XXXDX
Plinius,a1,1,1,POS,XXXDO
plorabundus,a1,1,1,POS,FXXEV
plumarius,a1,1,1,POS,XXXDO
plumatus,a1,1,1,POS,XXXEC
plumbeus,a1,1,1,POS,XXXDX
plumeus,a1,1,1,POS,XXXDX
plumosus,a1,1,1,POS,XXXDX
pluralisticus,a1,1,1,POS,GXXEK
plurativus,a1,1,1,POS,DXXFS
plurilaterus,a1,1,1,POS,EXXFS
plurimus,a1,1,1,POS,XXXAX
plurumus,a1,1,1,POS,XXXDX
plusculus,a1,1,1,POS,XXXEC
pluvius,a1,1,1,POS,XXXBX
pluviosus,a1,1,1,POS,EXXFS
pneumaticus,a1,1,1,POS,XTXEO
poculentus,a1,1,1,POS,XXXFO
podagrosus,a1,1,1,POS,BBXFS
Poenus,a1,1,1,POS,XXACO
poeniceus,a1,1,1,POS,XXXFS
poeticus,a1,1,1,POS,XPXDX
polus,a1,1,1,POS,XXXAO
politus,a1,1,1,POS,XXXDX
politicus,a1,1,1,POS,XLXEC
pollus,a1,1,1,POS,XXXCO
polluctus,a1,1,1,POS,XXXDX
pollulus,a1,1,1,POS,XXXCO
polulus,a1,1,1,POS,XXXCO
polymitus,a1,1,1,POS,XXXDO
polymitarius,a1,1,1,POS,EXXFO
polyphonicus,a1,1,1,POS,GXXEK
polysemus,a1,1,1,POS,EGXFS
polysyllabicus,a1,1,1,POS,GGXEK
pomeridianus,a1,1,1,POS,XXXES
pomosus,a1,1,1,POS,XXXDX
pompatus,a1,1,1,POS,EXXFS
pompaticus,a1,1,1,POS,EXXFS
Pompeius,a1,1,1,POS,XXXDX
Pompeianus,a1,1,1,POS,XXXBO
pomposus,a1,1,1,POS,DXXFS
ponderosus,a1,1,1,POS,XXXEC
Pontius,a1,1,1,POS,XXXDX
pontificus,a1,1,1,POS,XEXEC
pontificius,a1,1,1,POS,XXXDX
populabundus,a1,1,1,POS,XXXEC
populeus,a1,1,1,POS,XXXDX
porcellanus,a1,1,1,POS,GXXEK
porcinus,a1,1,1,POS,XXXEC
pornographicus,a1,1,1,POS,GXXEK
porosus,a1,1,1,POS,GXXEK
porrectus,a1,1,1,nor,XXXDS
portentificus,a1,1,1,POS,XXXEC
portentuosus,a1,1,1,POS,XXXES
portuosus,a1,1,1,POS,XXXDX
posculentus,a1,1,1,POS,XAXFX
positivus,a1,1,1,POS,GXXEK
postatus,a1,1,1,POS,XXXEX
posterus,a1,1,1,nor,XXXBO
postfactus,a1,1,1,POS,EXXFS
posticus,a1,1,1,POS,XXXDX
postmeridianus,a1,1,1,POS,XXXEC
postnatus,a1,1,1,POS,FXXFM
potus,a1,1,1,POS,XXXDX
potionatus,a1,1,1,POS,XBXFO
potorius,a1,1,1,POS,XXXEO
potulentus,a1,1,1,POS,XXXEO
practicus,a1,1,1,POS,ESXDX
pradatorius,a1,1,1,POS,XXXEC
praeacutus,a1,1,1,POS,XXXDX
praealtus,a1,1,1,POS,XXXDX
praeambulus,a1,1,1,POS,DXXFS
praebalteatus,a1,1,1,POS,FXXEN
praecalidus,a1,1,1,POS,XXXEC
praecanus,a1,1,1,POS,XXXEC
praecelsus,a1,1,1,POS,XXXDX
praecipuus,a1,1,1,POS,XXXAX
praecisus,a1,1,1,POS,XXXDX
praeclarus,a1,1,1,POS,XXXBX
praecompositus,a1,1,1,POS,XXXEC
praeconius,a1,1,1,POS,XXXDX
praedabundus,a1,1,1,POS,XXXDX
praedatorius,a1,1,1,POS,XXXDX
praedesignatus,a1,1,1,POS,DXXFS
praediatorius,a1,1,1,POS,XXXEC
praedictus,a1,1,1,POS,XXXDS
praedispositus,a1,1,1,POS,XXXEC
praeditus,a1,1,1,POS,XXXDX
praedurus,a1,1,1,POS,XXXDX
praefabricatus,a1,1,1,POS,GXXEK
praefectianus,a1,1,1,POS,ELXFS
praeferratus,a1,1,1,POS,XXXEC
praefervidus,a1,1,1,POS,XXXEC
praefractus,a1,1,1,POS,XXXDS
praefrigidus,a1,1,1,POS,XXXDX
praefulgidus,a1,1,1,POS,DXXDS
praegelidus,a1,1,1,POS,XXXDX
praehistoricus,a1,1,1,POS,GXXEK
praelargus,a1,1,1,POS,DXXDS
praelongus,a1,1,1,POS,XXXEC
praelonguus,a1,1,1,POS,XXXDX
praematurus,a1,1,1,POS,XXXEC
praemedicatus,a1,1,1,POS,XXXEC
Praenestinus,a1,1,1,POS,DXXDS
praenubilus,a1,1,1,POS,XXXEC
praenuntius,a1,1,1,POS,XXXDX
praepilatus,a1,1,1,POS,XXXEC
praeposterus,a1,1,1,POS,XXXDX
praeproperus,a1,1,1,POS,XXXDX
praeputiatus,a1,1,1,POS,XEXFS
praerapidus,a1,1,1,POS,XXXEC
praerogatus,a1,1,1,POS,DXXDS
praerogativus,a1,1,1,POS,XXXEC
praeruptus,a1,1,1,POS,XXXDX
praesaeptus,a1,1,1,POS,XXXDX
praesagus,a1,1,1,POS,XXXDX
praescius,a1,1,1,POS,XXXCO
praeselectorius,a1,1,1,POS,GXXEK
praesentarius,a1,1,1,POS,XXXCS
praesidiarius,a1,1,1,POS,XXXEC
praestigiosus,a1,1,1,POS,EXXFS
praesulsus,a1,1,1,POS,XXXFO
praesumptivus,a1,1,1,POS,FXXFM
praesutus,a1,1,1,POS,XXXEC
praeteritus,a1,1,1,POS,XXXDX
praeterlatus,a1,1,1,POS,XXXDS
praetextus,a1,1,1,POS,XXXDX
praetextatus,a1,1,1,POS,XXXDX
praetinctus,a1,1,1,POS,XXXEC
praetorius,a1,1,1,POS,XWXDX
praetorianus,a1,1,1,POS,XWXDO
praetrepidus,a1,1,1,POS,DXXDS
praetumidus,a1,1,1,POS,DXXDS
praeustus,a1,1,1,POS,XXXDX
praevalidus,a1,1,1,POS,XXXDX
praevius,a1,1,1,POS,XXXDX
pragmaticus,a1,1,1,POS,XXXEC
prasinus,a1,1,1,POS,XXXEC
pravus,a1,1,1,POS,XXXBX
pravicordius,a1,1,1,POS,EEXDS
preambulus,a1,1,1,POS,FXXFS
precabundus,a1,1,1,POS,EXXES
precarius,a1,1,1,POS,XXXDX
predictus,a1,1,1,POS,XXXDS
predignus,a1,1,1,POS,FXXFM
premagnus,a1,1,1,nor,XXXBO
pressus,a1,1,1,POS,XXXDX
pressulus,a1,1,1,POS,DXXFS
pretiosus,a1,1,1,nor,XXXBX
priapeus,a1,1,1,POS,XXXFS
pridianus,a1,1,1,POS,XXXEO
primus,a1,1,1,POS,XXXAX
primaevus,a1,1,1,POS,XXXDX
primarius,a1,1,1,POS,XXXEC
primigenus,a1,1,1,POS,XXXEC
primigenius,a1,1,1,POS,XXXDX
primitivus,a1,1,1,POS,XXXEO
primogenius,a1,1,1,POS,XXXDX
primogenitus,a1,1,1,POS,DXXCS
primulus,a1,1,1,POS,BXXFS
priscus,a1,1,1,POS,XXXBX
pristinus,a1,1,1,POS,XXXBX
privus,a1,1,1,POS,XXXDX
privatus,a1,1,1,POS,XXXBX
privilegiatus,a1,1,1,POS,FLXEJ
proavitus,a1,1,1,POS,XXXDX
probus,a1,1,1,POS,XXXBX
problematicus,a1,1,1,POS,DSXFS
probrosus,a1,1,1,POS,XXXDX
procellosus,a1,1,1,POS,XXXDX
procerus,a1,1,1,nor,XXXDX
proclivus,a1,1,1,POS,XXXEC
procuratorius,a1,1,1,POS,XXXEO
procurvus,a1,1,1,POS,XXXDX
prodigus,a1,1,1,POS,XXXDX
prodigialus,a1,1,1,POS,FXXDM
prodigiosus,a1,1,1,POS,XXXDX
profanus,a1,1,1,POS,XXXDX
profecticius,a1,1,1,POS,DXXEO
profectitius,a1,1,1,POS,DXXES
professorius,a1,1,1,POS,XXXEC
profestus,a1,1,1,POS,XXXDX
proficuus,a1,1,1,POS,DXXFS
profligatus,a1,1,1,POS,XXXDX
profluus,a1,1,1,POS,DXXES
profugus,a1,1,1,POS,XXXBX
profundus,a1,1,1,POS,XXXAX
profusus,a1,1,1,POS,XXXDX
prognatus,a1,1,1,POS,XXXDX
prohibitorius,a1,1,1,POS,XLXEO
projectus,a1,1,1,POS,XXXDX
projecticius,a1,1,1,POS,DXXDS
projectitius,a1,1,1,POS,DXXDS
proletarius,a1,1,1,POS,BXXDO
prolixus,a1,1,1,nor,XXXBO
promiscus,a1,1,1,POS,XXXEC
promiscuus,a1,1,1,POS,XXXDX
promissus,a1,1,1,POS,XXXDX
promptus,a1,1,1,nor,XXXBX
promptarius,a1,1,1,POS,XXXEO
promptuarius,a1,1,1,POS,XXXDS
promtuarius,a1,1,1,POS,XXXDS
promutuus,a1,1,1,POS,XXXDX
pronus,a1,1,1,POS,XXXBX
propatulus,a1,1,1,POS,XXXEC
propensus,a1,1,1,POS,XXXDX
properus,a1,1,1,POS,XXXDX
propexus,a1,1,1,POS,XXXDX
prophylacticus,a1,1,1,POS,GXXEK
propinquus,a1,1,1,POS,XXXBX
propitius,a1,1,1,POS,XXXDX
propitiatorius,a1,1,1,POS,DEXES
proprius,a1,1,1,POS,XXXAX
propulsorius,a1,1,1,POS,GXXEK
prorsus,a1,1,1,POS,EXXES
prosus,a1,1,1,POS,GXXET
prosaicus,a1,1,1,POS,FXXEM
proselytus,a1,1,1,POS,EEXFS
prosperus,a1,1,1,nor,XXXBX
protus,a1,1,1,POS,EXXEM
protervus,a1,1,1,POS,XXXDX
protritus,a1,1,1,POS,XXXEO
provectus,a1,1,1,POS,XXXDX
providus,a1,1,1,POS,XXXDX
pruinosus,a1,1,1,POS,XXXDX
prunitius,a1,1,1,POS,XXXEC
psithius,a1,1,1,POS,XAXDS
psychicus,a1,1,1,POS,XEXES
psychoanalyticus,a1,1,1,POS,GBXEK
psychologicus,a1,1,1,POS,GBXEK
psychomotorius,a1,1,1,POS,GBXEK
psychosomaticus,a1,1,1,POS,GBXEK
psychotropicus,a1,1,1,POS,GBXEK
psythius,a1,1,1,POS,XAXDS
publicus,a1,1,1,POS,XXXAX
publicanus,a1,1,1,POS,XLXDS
Publicianus,a1,1,1,POS,XXXEO
pudendus,a1,1,1,POS,XXXDX
pudibundus,a1,1,1,POS,XXXDX
pudicus,a1,1,1,POS,XXXBX
puerperus,a1,1,1,POS,XXXEC
pugillatorius,a1,1,1,POS,XXXFS
pugneus,a1,1,1,POS,BXXFS
pulchellus,a1,1,1,POS,XXXEC
pulicarius,a1,1,1,POS,EXXFS
pullus,a1,1,1,POS,XXXDX
pullatus,a1,1,1,POS,XXXEC
pulmoneus,a1,1,1,POS,XXXDS
pulvereus,a1,1,1,POS,XXXDX
pulverulentus,a1,1,1,POS,XXXDX
pulvinatus,a1,1,1,POS,XXXFS
pumiceus,a1,1,1,POS,XXXCO
pumicosus,a1,1,1,nor,XXXCO
Punus,a1,1,1,POS,XXAEZ
punctatus,a1,1,1,POS,GXXEK
Punicus,a1,1,1,POS,XXABO
Punicanus,a1,1,1,POS,XXXCO
Puniceus,a1,1,1,POS,XXAEO
puniceus,a1,1,1,POS,XXXDX
puplicus,a1,1,1,POS,XXXES
purus,a1,1,1,nor,XXXAO
purpuratus,a1,1,1,POS,XXXDX
purpureus,a1,1,1,POS,XXXAX
purulentus,a1,1,1,POS,XBXES
pusillus,a1,1,1,nor,XXXBO
pusillanimus,a1,1,1,POS,DXXFP
pusillulus,a1,1,1,POS,DXXES
putus,a1,1,1,POS,XXXEC
puteulanus,a1,1,1,POS,FXXEN
putidus,a1,1,1,nor,XXXBO
putidiusculus,a1,1,1,POS,XXXFS
putridus,a1,1,1,POS,XXXEC
Pyrenaeus,a1,1,1,POS,XXXDX
pyrius,a1,1,1,POS,GXXEK
pyrrhichius,a1,1,1,POS,DPXES
pyrricius,a1,1,1,POS,DPXES
Pythagoricus,a1,1,1,POS,FSXFM
pythonicus,a1,1,1,POS,EEXES
quadrus,a1,1,1,POS,DSXES
quadragenarius,a1,1,1,POS,XXXES
quadrangulus,a1,1,1,POS,XSXDO
quadrangulatus,a1,1,1,POS,DSXDS
quadrantarius,a1,1,1,POS,XXXDO
quadratus,a1,1,1,POS,XXXDX
quadriangulus,a1,1,1,POS,XSXDO
quadrifarius,a1,1,1,POS,EXXES
quadrifidus,a1,1,1,POS,XXXFS
quadrigarius,a1,1,1,POS,XXXEC
quadrigatus,a1,1,1,POS,XXXEC
quadrijugus,a1,1,1,POS,XPXFS
quadrilateralus,a1,1,1,POS,XXXFS
quadrimus,a1,1,1,POS,XXXEC
quadrimulus,a1,1,1,POS,BXXFS
quadringenarius,a1,1,1,POS,XXXEC
quadripertitus,a1,1,1,POS,XXXCO
quadrupertitus,a1,1,1,POS,XXXCO
quadruplus,a1,1,1,POS,XXXEC
quaesitus,a1,1,1,nor,XXXDX
quaestorius,a1,1,1,POS,XXXDX
quaestuosus,a1,1,1,POS,XXXDX
quantus,a1,1,1,POS,XXXAO
quantillus,a1,1,1,POS,XXXES
quantitativus,a1,1,1,POS,GXXEK
quantulus,a1,1,1,POS,XXXBO
quartusdecimus,a1,1,1,POS,XXXEC
quarzeus,a1,1,1,POS,GXXEK
quarzicus,a1,1,1,POS,GTXEK
quassus,a1,1,1,POS,XXXDX
quaternarius,a1,1,1,POS,FDXES
querceus,a1,1,1,POS,XAXEC
queribundus,a1,1,1,POS,XXXEC
quernus,a1,1,1,POS,XXXDX
querneus,a1,1,1,POS,XAXFS
querquerus,a1,1,1,POS,XXXFS
querquetulanus,a1,1,1,POS,XAXEC
querulus,a1,1,1,POS,XXXDX
quietus,a1,1,1,nor,XXXDX
quinarius,a1,1,1,POS,XXXCO
Quinctius,a1,1,1,POS,XXXCS
quinquagenarius,a1,1,1,POS,XXXDO
quinquangulus,a1,1,1,POS,XXXFS
quinquepartitus,a1,1,1,POS,XXXES
quinquepertitus,a1,1,1,POS,XXXEC
quintanus,a1,1,1,POS,XXXCO
quintarius,a1,1,1,POS,XXXDO
Quintilius,a1,1,1,POS,XXXCO
quojus,a1,1,1,POS,AXXCS
quotus,a1,1,1,POS,XXXAO
quotenus,a1,1,1,POS,XXXES
quotidianus,a1,1,1,POS,XXXDO
quotomus,a1,1,1,POS,BXXES
rabidus,a1,1,1,POS,XXXDX
rabiosus,a1,1,1,POS,XXXDX
rabiosulus,a1,1,1,POS,XXXEC
radaricus,a1,1,1,POS,HTXEK
radicatus,a1,1,1,POS,DXXDS
radioactivus,a1,1,1,POS,HXXEK
radioelectricus,a1,1,1,POS,HSXEK
radiologicus,a1,1,1,POS,HBXEK
radiophonicus,a1,1,1,POS,HTXEK
radiosus,a1,1,1,POS,XXXFS
rameus,a1,1,1,POS,XXXDX
ramosus,a1,1,1,POS,XXXDX
rancidus,a1,1,1,POS,XXXDX
rancidulus,a1,1,1,POS,XXXEC
raphaninus,a1,1,1,POS,XAXNO
rapidus,a1,1,1,nor,XXXAX
rarus,a1,1,1,nor,XXXAX
rassisticus,a1,1,1,POS,GXXEK
ratus,a1,1,1,POS,XXXDX
ratiocinativus,a1,1,1,POS,XXXEC
rationalisticus,a1,1,1,POS,GXXEK
raucus,a1,1,1,POS,XXXDX
raucisonus,a1,1,1,POS,XXXDX
ravus,a1,1,1,POS,XXXDX
reus,a1,1,1,POS,FLXEL
realisticus,a1,1,1,POS,GXXEK
recidivus,a1,1,1,POS,XXXDX
reciperativus,a1,1,1,POS,XLXFO
reciperatorius,a1,1,1,POS,XLXDO
reciprocus,a1,1,1,POS,XXXEC
reconditus,a1,1,1,POS,XXXDX
rectus,a1,1,1,nor,XXXAX
rectilineus,a1,1,1,POS,ESXDX
recuperativus,a1,1,1,POS,XLXFO
recuperatorius,a1,1,1,POS,XLXDO
recurvus,a1,1,1,POS,XXXDX
recussus,a1,1,1,POS,XXXDX
redivivus,a1,1,1,POS,XXXDX
redomitus,a1,1,1,POS,XXXEC
reductus,a1,1,1,POS,XXXDX
reductivus,a1,1,1,POS,GXXEK
reduncus,a1,1,1,POS,XXXEC
refectorius,a1,1,1,POS,EXXFS
refertus,a1,1,1,nor,XXXDX
refluus,a1,1,1,POS,XXXDX
refractariolus,a1,1,1,POS,XXXEC
refugus,a1,1,1,POS,XXXDX
regius,a1,1,1,POS,XXXAX
regificus,a1,1,1,POS,XXXDX
regressivus,a1,1,1,POS,GXXEK
reiculus,a1,1,1,POS,XXXFS
rejectaneus,a1,1,1,POS,XXXDS
relativus,a1,1,1,POS,DXXDS
relativisticus,a1,1,1,POS,GSXEK
relicus,a1,1,1,POS,XXXAO
relictus,a1,1,1,nor,XXXDX
relicuus,a1,1,1,POS,XXXAO
