lexeme,category,conjugation,variation,kind,additional_info
exsulo,v1,1,nor,nor,XXXDX
exsulto,v1,1,nor,nor,XXXBX
exsupero,v1,1,nor,nor,XXXDX
exsurdo,v1,1,nor,INT,XXXEC
exsurgo,v3,3,nor,INT,XXXBO
exsuscito,v1,1,nor,nor,XXXDX
exto,v1,1,nor,nor,XXXDX
extendo,v3,3,nor,TRA,XXXAO
extentero,v1,1,nor,TRA,EXXFW
extenuo,v1,1,nor,nor,XXXDX
extergo,v3,3,nor,TRA,FXXEE
extermino,v1,1,nor,nor,XXXDX
externo,v1,1,nor,nor,XXXDX
extimesco,v3,3,nor,nor,XXXDX
extimulo,v1,1,nor,nor,XXXDX
extinguo,v3,3,nor,nor,XWXDX
extispicio,v3,3,nor,TRA,XEXFW
extollo,v3,3,nor,nor,XXXBX
extraho,v3,3,nor,nor,XXXBX
extrico,v1,1,nor,nor,XXXDX
extruo,v3,3,nor,nor,XXXDX
extrudo,v3,3,nor,nor,XXXDX
extundo,v3,3,nor,nor,XXXDX
exturbo,v1,1,nor,nor,XXXDX
exuo,v3,3,nor,nor,XXXBX
exubero,v1,1,nor,nor,XXXDX
exudo,v1,1,nor,nor,XXXDX
exulo,v1,1,nor,nor,XXXDX
exulto,v1,1,nor,nor,XXXDX
exululo,v1,1,nor,nor,XXXDX
exundo,v1,1,nor,nor,XXXDX
exupero,v1,1,nor,nor,XXXDX
exuro,v3,3,nor,TRA,XXXBO
exurgo,v3,3,nor,INT,XXXBO
fo,v1,1,nor,DEP,XXXBX
fabrefacio,v3,3,nor,TRA,XXXEC
fabrefio,v3,3,nor,SEM,DXXEC
fabrico,v1,1,nor,TRA,XXXBO
fabulo,v1,1,nor,INT,FXXEE
facesso,v3,3,nor,nor,XXXDX
facio,v3,3,nor,TRA,XXXAO
factito,v1,1,nor,nor,XXXDX
faenero,v1,1,nor,nor,XXXCO
fallo,v3,3,nor,nor,XXXAX
falso,v1,1,nor,TRA,XXXEE
falsifico,v1,1,nor,nor,GXXEK
famulo,v1,1,nor,DEP,XXXDX
fano,v1,1,nor,TRA,EEXEE
farcio,v4,4,nor,nor,XXXDX
fascino,v1,1,nor,nor,XXXDX
fastidio,v4,4,nor,nor,XXXDX
fastigo,v1,1,nor,nor,XXXES
fatigo,v1,1,nor,nor,XXXBX
fatisco,v3,3,nor,nor,XXXDX
favillesco,v3,3,nor,INT,EXXES
febricito,v1,1,nor,INT,XBXDO
fecundo,v1,1,nor,TRA,XXXEO
fefello,v1,1,nor,nor,FXXEN
felo,v1,1,nor,nor,XXXFO
felio,v4,4,nor,INT,XAXFO
fello,v1,1,nor,nor,XXXDO
fellato,v1,1,nor,nor,FXXFQ
fellico,v1,1,nor,nor,EXXDE
fellito,v1,1,nor,nor,EXXDE
fenero,v1,1,nor,nor,XXXDO
feoffo,v1,1,nor,nor,FLXFJ
fero,v3,3,nor,nor,XXXAX
ferio,v4,4,nor,nor,XXXBX
ferio,v1,1,nor,nor,FXXEM
ferito,v1,1,nor,nor,FXXFY
fermento,v1,1,nor,TRA,XAXCO
ferocio,v4,4,nor,INT,XXXDO
ferrumino,v1,1,nor,nor,XXXES
ferumino,v1,1,nor,nor,XXXES
fervo,v3,3,nor,INT,XXXAO
fervefacio,v3,3,nor,TRA,XXXDX
fervesco,v3,3,nor,nor,XXXDX
festino,v1,1,nor,nor,XXXBX
feto,v1,1,nor,INT,XXXFO
fetifico,v1,1,nor,INT,XXXNO
fio,v3,3,nor,SEM,XXXAO
fibulo,v1,1,nor,TRA,XXXFO
fido,v3,3,nor,SEM,XXXDX
fideicommitto,v3,3,nor,nor,ELXES
figo,v3,3,nor,nor,XXXBX
figuro,v1,1,nor,nor,XXXDX
findo,v3,3,nor,nor,XXXDX
fingo,v3,3,nor,TRA,XXXAO
finio,v4,4,nor,nor,XXXBX
firmo,v1,1,nor,nor,XXXBX
flo,v1,1,nor,nor,XXXDX
flaccesco,v3,3,nor,INT,XXXEC
flagello,v1,1,nor,TRA,XXXCO
flagito,v1,1,nor,nor,XXXDX
flagro,v1,1,nor,nor,XXXBX
flammo,v1,1,nor,nor,XXXDX
flammigero,v1,1,nor,nor,XXXFS
flavesco,v3,3,nor,nor,XXXDX
flecto,v3,3,nor,nor,XXXBX
fligo,v3,3,nor,TRA,XXXEC
floccifacio,v3,3,nor,TRA,XXXFS
floccipendo,v3,3,nor,TRA,XXXDO
floresco,v3,3,nor,nor,XXXDX
fluo,v3,3,nor,nor,XXXAX
fluctuo,v1,1,nor,nor,XXXDX
fluito,v1,1,nor,nor,XXXDX
focilo,v1,1,nor,TRA,XXXCO
focillo,v1,1,nor,nor,XXXEC
fodio,v3,3,nor,nor,XXXBX
fodico,v1,1,nor,nor,XXXEC
foedo,v1,1,nor,TRA,XXXBO
foedero,v1,1,nor,TRA,XLXFO
foeto,v1,1,nor,INT,XXXFS
foetifico,v1,1,nor,INT,XXXNS
forisfacio,v3,3,nor,TRA,FLXFJ
formo,v1,1,nor,nor,XXXBX
formido,v1,1,nor,nor,XXXCO
fornico,v1,1,nor,INT,FEXCE
fortifico,v1,1,nor,TRA,FXXDF
fortuno,v1,1,nor,TRA,XXXEC
fracesco,v3,3,nor,INT,XXXEO
fragro,v1,1,nor,nor,XXXDX
frango,v3,3,nor,nor,XXXAX
fraudo,v1,1,nor,TRA,XXXBO
fremo,v3,3,nor,nor,XXXDX
freno,v1,1,nor,nor,XXXDX
frendo,v3,3,nor,nor,XXXDX
frequento,v1,1,nor,nor,XXXBX
frio,v1,1,nor,TRA,XXXEC
frico,v1,1,nor,nor,XXXDX
frigo,v3,3,nor,TRA,XXXCO
frigesco,v3,3,nor,nor,XXXDX
friguttio,v4,4,nor,INT,XXXEO
fringulio,v4,4,nor,INT,XXXEO
fringultio,v4,4,nor,INT,XXXEO
frixo,v1,1,nor,TRA,DXXFS
fromo,v1,1,nor,INT,XXXEZ
frondesco,v3,3,nor,nor,XAXDX
fruo,v3,3,nor,DEP,XXXDX
fruo,v1,1,nor,DEP,XXXBX
fructifero,v1,1,nor,INT,EXXFP
fructifico,v1,1,nor,INT,XXXEO
frumento,v1,1,nor,DEP,XXXDX
frunesco,v3,3,nor,INT,EXXCW
frunisco,v3,3,nor,DEP,XXXCO
frustro,v1,1,nor,TRA,XXXCO
frutico,v1,1,nor,INT,XAXCO
fuco,v1,1,nor,nor,XXXDX
fugo,v1,1,nor,nor,XXXBX
fugio,v3,3,nor,nor,XXXAX
fulcio,v4,4,nor,nor,XXXBX
fulgesco,v3,3,nor,nor,XXXFS
fulguo,v3,3,nor,INT,XXXCO
fulguro,v1,1,nor,INT,XXXCO
fulmino,v1,1,nor,nor,XXXDX
fumo,v1,1,nor,nor,XXXDX
fumifico,v1,1,nor,nor,GXXEK
fumigo,v1,1,nor,nor,GXXEK
fundo,v3,3,nor,nor,XXXAX
fundo,v1,1,nor,nor,XXXBX
funero,v1,1,nor,TRA,XXXEC
funesto,v1,1,nor,nor,XXXDX
fungo,v3,3,nor,DEP,XXXBX
furo,v1,1,nor,DEP,XXXBX
furo,v3,3,nor,nor,XXXBX
furcillo,v1,1,nor,TRA,XXXEC
furio,v1,1,nor,nor,XXXDX
fusco,v1,1,nor,nor,XXXCO
futuo,v3,3,nor,nor,XXXDX
galeo,v1,1,nor,TRA,XWXEC
gannio,v4,4,nor,INT,XXXDS
gargarisso,v1,1,nor,nor,XBXDO
gargarizo,v1,1,nor,nor,XBXDO
garrio,v4,4,nor,nor,XXXDX
gelo,v1,1,nor,nor,XXXDX
gemo,v3,3,nor,nor,XXXBX
gemino,v1,1,nor,nor,XXXDX
gemmo,v1,1,nor,INT,XAXCO
geno,v3,3,nor,nor,XXXDX
genero,v1,1,nor,nor,XXXDX
generasco,v3,3,nor,INT,XXXFO
genuflecto,v3,3,nor,nor,EEXDX
gero,v3,3,nor,nor,XXXAX
germino,v1,1,nor,nor,XXXEC
gesto,v1,1,nor,nor,XXXBX
gestio,v4,4,nor,nor,XXXDX
gesticulo,v1,1,nor,DEP,XXXDX
gestito,v1,1,nor,nor,XXXCS
gigno,v3,3,nor,nor,XXXAX
glacio,v1,1,nor,nor,XXXEC
glisco,v3,3,nor,nor,XXXDX
glomero,v1,1,nor,nor,XXXDX
glorio,v1,1,nor,DEP,XXXBX
glorifico,v1,1,nor,TRA,DEXDS
glubo,v3,3,nor,TRA,XAXDO
glutio,v4,4,nor,TRA,XXXEC
glutino,v1,1,nor,nor,XXXES
gluttio,v4,4,nor,TRA,XXXEC
gnasco,v3,3,nor,DEP,XXXAO
gnosco,v3,3,nor,TRA,XXXAO
gradio,v3,3,nor,DEP,XXXDX
graeco,v1,1,nor,DEP,XXXEC
graecisso,v1,1,nor,nor,XXXEC
grandesco,v3,3,nor,nor,XXXDX
grandio,v4,4,nor,TRA,XXXEC
grandino,v1,1,nor,IMP,XXXEC
grasso,v1,1,nor,DEP,XXXDX
grato,v1,1,nor,DEP,XXXDX
gratifico,v1,1,nor,TRA,EXXFW
gratulo,v1,1,nor,DEP,XXXDX
gravo,v1,1,nor,TRA,XXXBO
gravido,v1,1,nor,TRA,XXXDO
gravito,v1,1,nor,nor,GXXEK
grego,v1,1,nor,nor,EXXDX
groccio,v4,4,nor,INT,XAXEO
grundio,v4,4,nor,INT,XXXEC
grunnio,v4,4,nor,INT,XXXEC
guberno,v1,1,nor,nor,XXXBX
gusto,v1,1,nor,nor,XXXBX
gypso,v1,1,nor,TRA,XXXEC
gyro,v1,1,nor,nor,EXXCS
habilito,v1,1,nor,nor,FXXFM
habito,v1,1,nor,nor,XXXAX
habituo,v1,1,nor,INT,DXXES
haesito,v1,1,nor,nor,XXXDX
halo,v1,1,nor,nor,XXXDX
halito,v1,1,nor,INT,EBXEE
halucino,v1,1,nor,DEP,XXXDX
haricolo,v1,1,nor,DEP,XEXCO
hariolo,v1,1,nor,DEP,XEXEC
haurio,v4,4,nor,nor,XXXBX
hebesco,v3,3,nor,nor,XXXDX
hebeto,v1,1,nor,TRA,XXXBO
hejulo,v1,1,nor,DEP,EEXEE
helluo,v1,1,nor,DEP,XXXDO
heluo,v1,1,nor,DEP,XXXDS
herbesco,v3,3,nor,nor,XAXEC
hercisco,v3,3,nor,TRA,XLXEC
heredito,v1,1,nor,TRA,DLXES
hio,v1,1,nor,nor,XXXDX
hiberno,v1,1,nor,nor,XXXDX
hiemo,v1,1,nor,nor,XXXDX
hilaro,v1,1,nor,TRA,XXXCO
hilaresco,v3,3,nor,INT,XXXEO
hilarisco,v3,3,nor,INT,XXXFO
hinnio,v4,4,nor,nor,XXXDX
hisco,v1,1,nor,nor,XXXDX
honesto,v1,1,nor,nor,XXXDX
honoro,v1,1,nor,nor,XXXBX
honorifico,v1,1,nor,TRA,DXXES
horresco,v3,3,nor,nor,XXXDX
horripilo,v1,1,nor,INT,XXXFO
horto,v1,1,nor,DEP,XXXBX
hospito,v1,1,nor,TRA,EXXFW
hostio,v4,4,nor,nor,XXXEC
humo,v1,1,nor,nor,XXXDX
humano,v1,1,nor,TRA,DEXES
humecto,v1,1,nor,TRA,XXXEE
humilio,v1,1,nor,TRA,DXXCS
hymnizo,v1,1,nor,INT,FEXEE
hypnotizo,v1,1,nor,nor,GXXEK
hypotheco,v1,1,nor,nor,GXXEK
ico,v3,3,nor,nor,XXXDX
icio,v3,3,nor,nor,XXXDX
identifico,v1,1,nor,nor,GXXEK
idololatrio,v1,1,nor,TRA,DEXFP
ignesco,v3,3,nor,nor,XXXDX
ignio,v4,4,nor,nor,EXXFS
ignoro,v1,1,nor,nor,XXXAX
ignosco,v3,3,nor,nor,XXXBX
illabo,v3,3,nor,DEP,XXXCO
illaboro,v1,1,nor,INT,XXXFO
illacrimo,v1,1,nor,nor,XXXCO
illaqueo,v1,1,nor,nor,XXXDX
illatebro,v1,1,nor,TRA,XXXFS
illatro,v1,1,nor,INT,XPXES
illecto,v1,1,nor,TRA,XXXFO
illicio,v3,3,nor,nor,XXXDX
illido,v3,3,nor,TRA,XXXBO
illigo,v1,1,nor,nor,XXXDX
illino,v3,3,nor,nor,XXXDX
illinio,v4,4,nor,TRA,XXXCS
illucesco,v3,3,nor,nor,XXXDX
illudo,v3,3,nor,nor,XXXBX
illumino,v1,1,nor,TRA,GXXEK
illustro,v1,1,nor,TRA,XXXBO
imagino,v1,1,nor,DEP,XXXEC
imbibo,v3,3,nor,TRA,XXXCO
imbito,v3,3,nor,TRA,XXXFO
imbuo,v3,3,nor,nor,XXXBX
imito,v1,1,nor,TRA,XXXDO
immadesco,v3,3,nor,nor,XXXDX
immergo,v3,3,nor,nor,XXXDX
immigro,v1,1,nor,nor,XXXDX
imminuo,v3,3,nor,nor,XXXDX
immitto,v3,3,nor,nor,XXXBX
immolo,v1,1,nor,nor,XXXDX
immorio,v3,3,nor,DEP,XXXDX
immortalifico,v1,1,nor,nor,GXXEK
immugio,v4,4,nor,nor,XXXDX
immunio,v4,4,nor,TRA,XWXFO
immurmuro,v1,1,nor,nor,XXXDX
immuto,v1,1,nor,nor,XXXDX
impartio,v4,4,nor,TRA,XXXDS
impedio,v4,4,nor,nor,XXXBX
impello,v3,3,nor,TRA,XXXAO
impendo,v3,3,nor,nor,XXXDX
impero,v1,1,nor,nor,XXXAX
imperito,v1,1,nor,nor,XXXDX
impertio,v4,4,nor,nor,XXXDX
impeto,v3,3,nor,TRA,XXXEO
impetro,v1,1,nor,nor,XXXBX
impetrio,v4,4,nor,INT,XEXDS
impio,v1,1,nor,TRA,XXXES
impingo,v3,3,nor,nor,XXXDX
impinguo,v1,1,nor,nor,XXXES
implacito,v1,1,nor,nor,FLXFJ
implano,v1,1,nor,TRA,EXXFS
implanto,v1,1,nor,TRA,EXXFE
implico,v1,1,nor,TRA,XXXAO
imploro,v1,1,nor,nor,XXXDX
impluo,v3,3,nor,nor,XXXES
impono,v3,3,nor,nor,XXXAX
importo,v1,1,nor,nor,XXXDX
impraegno,v1,1,nor,nor,EBXES
impreco,v1,1,nor,DEP,XXXDX
imprimo,v3,3,nor,nor,XXXDX
imprisono,v1,1,nor,nor,FLXFJ
improbo,v1,1,nor,TRA,XXXCO
impropero,v1,1,nor,nor,XXXEO
impugno,v1,1,nor,nor,XXXDX
imputo,v1,1,nor,nor,XXXAO
inaedifico,v1,1,nor,nor,XXXDX
inaequo,v1,1,nor,TRA,XXXEO
inaestuo,v1,1,nor,INT,XXXES
inalbo,v1,1,nor,TRA,XXXDS
inalbesco,v3,3,nor,INT,XXXES
inamaresco,v3,3,nor,INT,XXXFO
inamarico,v1,1,nor,TRA,DXXFS
inambulo,v1,1,nor,nor,XXXDX
inanio,v4,4,nor,nor,XXXDX
inaro,v1,1,nor,TRA,XXXES
inardesco,v3,3,nor,nor,XXXDX
inargento,v1,1,nor,TRA,XXXES
inaudio,v4,4,nor,nor,XXXES
inauguro,v1,1,nor,nor,XXXDX
inauro,v1,1,nor,nor,XXXDX
inbibo,v3,3,nor,TRA,XXXCO
inbito,v3,3,nor,TRA,XXXFO
incalesco,v3,3,nor,nor,XXXDX
incandesco,v3,3,nor,nor,XXXDX
incanesco,v3,3,nor,nor,XXXDX
incanto,v1,1,nor,nor,XXXDS
incapacito,v1,1,nor,TRA,XXXFO
incaro,v1,1,nor,TRA,EEXFE
incarcero,v1,1,nor,TRA,FXXDF
incardino,v1,1,nor,TRA,FEXEE
incarno,v1,1,nor,TRA,EEXCS
incedo,v3,3,nor,nor,XXXBX
incendo,v3,3,nor,TRA,XXXAO
incenso,v1,1,nor,INT,EXXEP
incepto,v1,1,nor,nor,XXXDS
incero,v1,1,nor,TRA,XXXES
incerno,v3,3,nor,TRA,XXXES
incerto,v1,1,nor,TRA,XXXES
incesso,v3,3,nor,nor,XXXDX
incesto,v1,1,nor,nor,XXXDX
inchoo,v1,1,nor,nor,XXXAO
incido,v3,3,nor,nor,XXXBX
incilo,v1,1,nor,nor,XXXEC
incino,v3,3,nor,nor,XXXEC
incinero,v1,1,nor,nor,FXXFM
incingo,v3,3,nor,nor,XXXDX
incipio,v3,3,nor,nor,XXXAX
incipisso,v3,3,nor,nor,BXXES
incito,v1,1,nor,nor,XXXDX
inclamo,v1,1,nor,nor,XXXDX
inclamito,v1,1,nor,TRA,BXXFS
inclino,v1,1,nor,nor,XXXBX
includo,v3,3,nor,nor,XXXBX
incoho,v1,1,nor,nor,BXXAO
incolo,v1,1,nor,nor,EXXEP
incolo,v3,3,nor,nor,XXXCO
incommodo,v1,1,nor,nor,XXXCO
inconcilio,v1,1,nor,TRA,XXXES
incoquo,v3,3,nor,nor,XXXDX
incrasso,v1,1,nor,TRA,DXXEF
increbresco,v3,3,nor,nor,XXXDX
increpo,v1,1,nor,TRA,XXXES
increpito,v1,1,nor,nor,XXXDX
incresco,v3,3,nor,nor,XXXDX
incrusto,v1,1,nor,TRA,XXXCO
incubo,v1,1,nor,INT,XXXFS
incubito,v1,1,nor,nor,XXXCS
incudo,v3,3,nor,nor,XXXDX
inculco,v1,1,nor,nor,XXXDX
incumbo,v3,3,nor,nor,XXXBX
incumbero,v1,1,nor,nor,FLXFJ
incumbro,v1,1,nor,nor,FXXFM
incurro,v3,3,nor,nor,XXXBX
incurso,v1,1,nor,nor,XXXDX
incursito,v1,1,nor,TRA,XXXES
incurvo,v1,1,nor,nor,XXXDX
incurvesco,v3,3,nor,INT,XXXES
incuso,v1,1,nor,nor,XXXDX
incutio,v3,3,nor,nor,XXXDX
indo,v3,3,nor,nor,XXXDX
indago,v1,1,nor,TRA,XXXCO
indaudio,v4,4,nor,nor,BXXES
indecoro,v1,1,nor,nor,XXXDX
indico,v1,1,nor,nor,XXXAX
indico,v3,3,nor,nor,XXXDX
indigno,v1,1,nor,DEP,XXXBX
indipisco,v3,3,nor,DEP,XXXDX
indolesco,v3,3,nor,nor,XXXDX
indormio,v4,4,nor,nor,XXXDX
induo,v3,3,nor,nor,XXXAX
indubito,v1,1,nor,nor,XXXDX
induco,v3,3,nor,nor,XXXBX
induro,v1,1,nor,nor,XXXDX
induresco,v3,3,nor,INT,XXXCO
indutio,v1,1,nor,nor,FLXFM
ineo,v6,6,1,nor,XXXBX
inebrio,v1,1,nor,TRA,XXXCO
inemorio,v3,3,nor,DEP,XXXFO
ineptio,v4,4,nor,nor,XXXDX
inequito,v1,1,nor,nor,XXXFS
inerro,v1,1,nor,INT,XXXES
inesco,v1,1,nor,nor,XXXFS
infamo,v1,1,nor,nor,XXXDX
infatuo,v1,1,nor,TRA,XXXEC
infelico,v1,1,nor,nor,BXXFS
infelicito,v1,1,nor,nor,BXXES
infenso,v1,1,nor,nor,XXXDX
infero,v3,3,nor,TRA,XXXAO
infercio,v4,4,nor,TRA,XXXES
infervefacio,v3,3,nor,TRA,XXXDS
infervesco,v3,3,nor,INT,XXXES
infesto,v1,1,nor,TRA,XXXBO
infio,v3,3,nor,SEM,XXXCO
inficio,v3,3,nor,nor,XXXBX
inficio,v1,1,nor,DEP,XXXDX
infigo,v3,3,nor,nor,XXXDX
infimo,v1,1,nor,TRA,XXXDX
infindo,v3,3,nor,nor,XXXDX
infirmo,v1,1,nor,nor,XXXDX
infitio,v1,1,nor,DEP,XXXDX
inflo,v1,1,nor,nor,XXXBX
inflammo,v1,1,nor,nor,XXXDX
inflecto,v3,3,nor,nor,XXXDX
infligo,v3,3,nor,nor,XXXDX
influo,v3,3,nor,nor,XXXDX
infodio,v3,3,nor,nor,XXXDX
informo,v1,1,nor,nor,XXXDX
infremo,v3,3,nor,nor,XXXDX
infreno,v1,1,nor,nor,XXXDX
infrendo,v3,3,nor,nor,XXXDX
infrio,v1,1,nor,TRA,XXXCS
infrico,v1,1,nor,nor,XXXES
infrigido,v1,1,nor,nor,FXXFM
infringo,v3,3,nor,nor,XXXDX
infulo,v1,1,nor,nor,FEXEM
infulcio,v4,4,nor,TRA,XXXDS
infundo,v3,3,nor,nor,XXXBX
infusco,v1,1,nor,nor,XXXDX
ingemo,v3,3,nor,nor,XXXCO
ingemesco,v3,3,nor,nor,XXXCO
ingemino,v1,1,nor,nor,XXXDX
ingemisco,v3,3,nor,nor,XXXCO
ingeno,v3,3,nor,TRA,XXXES
ingenero,v1,1,nor,nor,XXXDX
ingeniculo,v1,1,nor,TRA,XXXFO
ingero,v3,3,nor,nor,XXXBX
ingigno,v3,3,nor,TRA,XXXDS
ingravo,v1,1,nor,nor,XXXDX
ingravesco,v3,3,nor,nor,XXXDX
ingredio,v3,3,nor,DEP,XXXAX
ingruo,v3,3,nor,nor,XXXDX
ingurgito,v1,1,nor,nor,XXXDX
inhabilito,v1,1,nor,nor,FXXEM
inhabito,v1,1,nor,nor,XXXCO
inhaeredo,v1,1,nor,TRA,ELXFS
inhaeredito,v1,1,nor,TRA,ELXFS
inhaeresco,v3,3,nor,nor,XXXDX
inhalo,v1,1,nor,nor,XXXES
inheredo,v1,1,nor,TRA,ELXFS
inheredito,v1,1,nor,TRA,ELXFS
inhio,v1,1,nor,nor,XXXDX
inhonesto,v1,1,nor,nor,XXXDX
inhonoro,v1,1,nor,TRA,XXXES
inhorresco,v3,3,nor,nor,XXXDX
inicio,v3,3,nor,TRA,XXXBX
inimico,v1,1,nor,nor,XPXFS
ininnasco,v3,3,nor,DEP,XXXDX
initio,v1,1,nor,nor,XXXDX
injecto,v1,1,nor,nor,XPXDS
injicio,v3,3,nor,TRA,XXXCS
injungo,v3,3,nor,nor,XXXBX
injuro,v1,1,nor,TRA,DXXFS
injurio,v1,1,nor,TRA,FXXEM
inlabo,v3,3,nor,DEP,XXXCO
inlaboro,v1,1,nor,INT,XXXFO
inlacrimo,v1,1,nor,nor,XXXCO
inlago,v1,1,nor,nor,FLXFJ
inlido,v3,3,nor,TRA,XXXBO
inlino,v3,3,nor,nor,XXXDX
inlumino,v1,1,nor,TRA,XXXCO
inlustro,v1,1,nor,TRA,XXXBO
inmitto,v3,3,nor,nor,XXXBX
inno,v1,1,nor,nor,XXXDX
innasco,v3,3,nor,DEP,XXXDX
innato,v1,1,nor,nor,XXXDX
innecto,v3,3,nor,nor,XXXDX
innito,v3,3,nor,DEP,XXXBX
innoco,v1,1,nor,TRA,XAXES
innotesco,v3,3,nor,nor,XXXDX
innovo,v1,1,nor,TRA,XXXDO
innuo,v3,3,nor,nor,XXXDX
innubo,v3,3,nor,DAT,XXXDX
innutrio,v4,4,nor,TRA,XXXES
inobaudio,v4,4,nor,INT,XXXFO
inobedio,v4,4,nor,INT,EXXEP
inoboedio,v4,4,nor,INT,EXXEP
inolesco,v3,3,nor,nor,XXXDX
inpedio,v4,4,nor,nor,FXXDX
inpello,v3,3,nor,TRA,XXXAO
inpeto,v3,3,nor,TRA,XXXEO
inpetro,v1,1,nor,nor,XXXDX
inpinguo,v1,1,nor,nor,XXXES
inplano,v1,1,nor,TRA,EXXFS
inplico,v1,1,nor,TRA,XXXAO
inpono,v3,3,nor,nor,XXXDX
inprimo,v3,3,nor,nor,FXXDX
inprobo,v1,1,nor,TRA,XXXCO
inpropero,v1,1,nor,nor,XXXEO
inquieto,v1,1,nor,TRA,XXXBO
inquino,v1,1,nor,nor,XXXDX
inquiro,v3,3,nor,nor,XXXBX
inraucesco,v3,3,nor,INT,XXXEC
inrigo,v1,1,nor,TRA,XXXBO
inrogo,v1,1,nor,TRA,XXXCO
inruo,v3,3,nor,nor,XXXBO
inrumo,v1,1,nor,TRA,XXXEO
inrumpo,v3,3,nor,nor,XXXAO
insanio,v4,4,nor,nor,XXXDX
inscendo,v3,3,nor,TRA,XXXEC
inscribo,v3,3,nor,nor,XXXBX
insculpo,v3,3,nor,nor,XXXDX
inseco,v1,1,nor,TRA,XXXCO
insecto,v1,1,nor,nor,XXXDX
insenesco,v3,3,nor,nor,XXXDX
insequo,v3,3,nor,DEP,XXXBX
insero,v3,3,nor,nor,XAXBX
inserto,v1,1,nor,nor,XXXDX
inservo,v1,1,nor,TRA,XXXES
inservio,v4,4,nor,DAT,XXXCS
insibilo,v1,1,nor,INT,XPXES
insido,v3,3,nor,nor,XXXBO
insidio,v1,1,nor,INT,XXXDO
insignio,v4,4,nor,nor,XXXDX
insilio,v4,4,nor,nor,XXXCS
insillo,v3,3,nor,nor,XXXDX
insimulo,v1,1,nor,nor,XXXDX
insinuo,v1,1,nor,nor,XXXDX
insipo,v1,1,nor,TRA,XXXEO
insipio,v3,3,nor,TRA,XXXEO
insisto,v3,3,nor,nor,XXXDX
insito,v1,1,nor,TRA,FXXFM
insolo,v1,1,nor,TRA,XXXES
insolesco,v3,3,nor,INT,XXXDO
insono,v1,1,nor,nor,XXXDX
insordesco,v3,3,nor,INT,XXXES
inspargo,v3,3,nor,TRA,XXXES
inspecto,v1,1,nor,nor,XXXDX
inspergo,v3,3,nor,nor,XXXDX
inspico,v1,1,nor,TRA,XXXEC
inspicio,v3,3,nor,nor,XXXBX
inspiro,v1,1,nor,nor,XXXDX
inspuo,v3,3,nor,TRA,XXXES
insto,v1,1,nor,nor,XXXAX
instauro,v1,1,nor,nor,XXXDX
insterno,v3,3,nor,nor,XXXDX
instigo,v1,1,nor,nor,XXXDX
instillo,v1,1,nor,nor,XXXDX
instimulo,v1,1,nor,nor,XXXDX
instituo,v3,3,nor,nor,XXXAX
instrepo,v3,3,nor,nor,XXXDX
instruo,v3,3,nor,nor,XXXAX
insuo,v3,3,nor,nor,XXXDX
insudo,v1,1,nor,nor,XXXDO
insuesco,v3,3,nor,nor,XXXDX
insufflo,v1,1,nor,TRA,XXXFO
insuflo,v1,1,nor,TRA,EXXFW
insulio,v4,4,nor,nor,XXXCO
insulto,v1,1,nor,nor,XXXBO
insumo,v3,3,nor,TRA,XXXCO
insupo,v1,1,nor,TRA,XXXEO
insurgo,v3,3,nor,nor,XXXDX
insusurro,v1,1,nor,nor,XXXFS
intabesco,v3,3,nor,nor,XXXDX
intego,v3,3,nor,nor,XXXDX
integro,v1,1,nor,nor,XXXDX
integrasco,v3,3,nor,nor,XXXEC
intellego,v3,3,nor,nor,XXXAX
intelligo,v3,3,nor,nor,XXXDX
intendo,v3,3,nor,nor,XXXAX
intento,v1,1,nor,nor,XXXDX
intepesco,v3,3,nor,nor,XXXDX
intercalo,v1,1,nor,nor,XXXDX
intercedo,v3,3,nor,nor,XXXDX
intercido,v3,3,nor,nor,XXXDX
intercido,v3,3,nor,nor,XXXDX
intercino,v3,3,nor,nor,XXXEC
intercipio,v3,3,nor,nor,XXXDX
intercludo,v3,3,nor,nor,XXXDX
intercurso,v1,1,nor,nor,XXXDX
interdico,v3,3,nor,nor,XXXDX
intereo,v6,6,1,nor,XXXBX
interemo,v3,3,nor,TRA,XXXCO
interequito,v1,1,nor,nor,XXXDX
interfo,v1,1,nor,DEP,XXXCO
interfio,v3,3,nor,SEM,XXXCO
interficio,v3,3,nor,nor,XWXAX
interfluo,v3,3,nor,nor,XXXDX
intericio,v3,3,nor,TRA,XXXDX
interimo,v3,3,nor,TRA,XXXCO
interjacio,v3,3,nor,nor,XXXDX
interjicio,v3,3,nor,TRA,XXXCS
interlabo,v3,3,nor,DEP,XXXEO
interlino,v3,3,nor,TRA,XXXDS
interloquo,v3,3,nor,DEP,XLXCO
interluo,v3,3,nor,nor,XXXDX
interludo,v3,3,nor,TRA,DXXES
intermeo,v1,1,nor,TRA,XXXES
intermico,v3,3,nor,nor,XXXES
intermino,v1,1,nor,DEP,XXXCO
intermitto,v3,3,nor,nor,XXXDX
intermorio,v3,3,nor,DEP,XXXDX
internasco,v3,3,nor,DEP,XXXDX
internosco,v3,3,nor,nor,XXXDX
interpello,v1,1,nor,nor,XXXDX
interpolo,v1,1,nor,TRA,XXXEC
interpono,v3,3,nor,nor,XXXDX
interpreto,v1,1,nor,TRA,EXXEW
interquiesco,v3,3,nor,INT,XXXES
interrado,v3,3,nor,TRA,XXXEO
