lexeme,category,conjugation,variation,kind,additional_info
interrogo,v1,1,nor,nor,XLXAX
interrumpo,v3,3,nor,nor,XXXDX
intersaepio,v4,4,nor,nor,XXXDX
interscindo,v3,3,nor,nor,XXXDX
interseco,v3,3,nor,TRA,DXXES
intersero,v3,3,nor,TRA,XAXES
interspiro,v1,1,nor,INT,XXXES
interstinguo,v3,3,nor,TRA,XXXES
intervallo,v1,1,nor,TRA,XXXES
intervenio,v4,4,nor,nor,XXXDX
interverto,v3,3,nor,nor,XXXDX
interviso,v3,3,nor,nor,XXXDX
intervolo,v1,1,nor,TRA,DXXES
intexo,v3,3,nor,nor,XXXDX
inthronizo,v1,1,nor,nor,GXXEK
intimo,v1,1,nor,nor,FXXDB
intingo,v3,3,nor,TRA,XXXCO
intinguo,v3,3,nor,TRA,XXXCO
intitulo,v1,1,nor,TRA,DXXFS
intono,v1,1,nor,nor,XXXDX
intro,v1,1,nor,nor,XXXDX
intremo,v3,3,nor,nor,XXXDX
intremisco,v3,3,nor,INT,XXXEC
intrico,v1,1,nor,TRA,XXXES
introcedo,v3,3,nor,TRA,XXXES
introduco,v3,3,nor,nor,XXXDX
introeo,v6,6,1,nor,XXXBX
introgredio,v3,3,nor,DEP,XXXEO
intromitto,v3,3,nor,TRA,XXXCO
introrumpo,v3,3,nor,nor,XXXDX
introspicio,v3,3,nor,nor,XXXDX
intuo,v3,3,nor,DEP,XXXES
intumesco,v3,3,nor,nor,XXXDX
inumbro,v1,1,nor,nor,XXXDX
inundo,v1,1,nor,nor,XXXDX
inungo,v3,3,nor,TRA,XXXDO
inunguo,v3,3,nor,TRA,XXXDO
inuro,v3,3,nor,TRA,XXXBO
invado,v3,3,nor,nor,XXXBX
invalesco,v3,3,nor,INT,XXXCO
inveho,v3,3,nor,nor,XXXDX
invenio,v4,4,nor,nor,XXXAX
invergo,v3,3,nor,nor,XXXDX
inverto,v3,3,nor,nor,XXXDX
investio,v4,4,nor,TRA,XXXES
investigo,v1,1,nor,nor,XXXDX
invetero,v1,1,nor,nor,XXXDX
inveterasco,v3,3,nor,nor,XXXDX
invicto,v1,1,nor,nor,XXXDX
invigilo,v1,1,nor,DAT,XXXDX
inviso,v3,3,nor,nor,XXXDX
invito,v1,1,nor,nor,XXXBX
invoco,v1,1,nor,nor,XXXDX
involo,v1,1,nor,nor,XXXDX
involgo,v1,1,nor,TRA,XXXES
involvo,v3,3,nor,nor,XXXBX
invorto,v3,3,nor,nor,XXXDX
invulgo,v1,1,nor,TRA,XXXES
iro,v1,1,nor,INT,FXXDE
irasco,v3,3,nor,DEP,XXXBO
irradio,v1,1,nor,nor,FSXEN
irrepo,v3,3,nor,nor,XXXDX
irretio,v4,4,nor,nor,XXXDX
irrigo,v1,1,nor,TRA,XXXBO
irrimo,v1,1,nor,TRA,XXXEO
irrito,v1,1,nor,nor,XXXDX
irrogo,v1,1,nor,TRA,XXXCO
irroro,v1,1,nor,nor,XXXDX
irrotulo,v1,1,nor,nor,FLXFJ
irruo,v3,3,nor,nor,XXXBO
irrugio,v4,4,nor,INT,EXXFS
irrumo,v1,1,nor,TRA,XXXEO
irrumpo,v3,3,nor,nor,XXXAO
itero,v1,1,nor,nor,XXXDX
itinero,v1,1,nor,nor,FXXEM
jacio,v3,3,nor,nor,XXXAX
jacto,v1,1,nor,nor,XXXAX
jactito,v1,1,nor,TRA,XXXEQ
jaculo,v1,1,nor,DEP,XXXDX
jejuno,v1,1,nor,INT,DXXDS
jento,v1,1,nor,nor,XXXEC
joco,v1,1,nor,nor,BXXFS
joculo,v1,1,nor,DEP,XXXDX
jocundo,v1,1,nor,TRA,DXXCS
jubilo,v1,1,nor,nor,XXXEO
jucundo,v1,1,nor,TRA,DXXCS
Judaizo,v1,1,nor,INT,EXQFS
judico,v1,1,nor,nor,XLXDX
jugo,v1,1,nor,nor,XXXAX
jugulo,v1,1,nor,nor,XXXDX
jungo,v3,3,nor,nor,XXXDX
juro,v1,1,nor,nor,XXXAX
jureiuro,v1,1,nor,nor,XLXEC
jurgo,v1,1,nor,nor,XXXDX
justico,v1,1,nor,nor,FEXEM
justifico,v1,1,nor,TRA,DXXCS
juvo,v1,1,nor,nor,XXXAX
juveno,v1,1,nor,DEP,XXXEC
juvenesco,v3,3,nor,nor,XXXDX
kalo,v1,1,nor,TRA,BXXEO
labo,v1,1,nor,nor,XXXAX
labo,v3,3,nor,DEP,XXXBX
labasco,v3,3,nor,nor,XXXDX
labefacio,v3,3,nor,TRA,XXXDX
labefacto,v1,1,nor,nor,XXXDX
labefio,v3,3,nor,SEM,DXXDX
laboro,v1,1,nor,nor,XXXAX
lacero,v1,1,nor,nor,XXXBX
lacesso,v3,3,nor,nor,XXXDX
lacrimo,v1,1,nor,nor,XXXDX
lacto,v1,1,nor,nor,XXXDX
lactesco,v3,3,nor,nor,XBXFS
lacuno,v1,1,nor,nor,XXXEC
laedo,v3,3,nor,nor,XPXBX
laeto,v1,1,nor,TRA,XXXEO
laetifico,v1,1,nor,TRA,XXXDO
laiciso,v1,1,nor,TRA,FEXFE
lambo,v3,3,nor,TRA,XXXBO
lamento,v1,1,nor,nor,EXXDW
lancino,v1,1,nor,TRA,XXXCO
languefacio,v3,3,nor,TRA,XXXFO
languesco,v3,3,nor,nor,XXXDX
lanio,v1,1,nor,nor,XXXDX
lapido,v1,1,nor,nor,XXXDX
lapidesco,v3,3,nor,nor,XXXFS
lapso,v1,1,nor,nor,XXXDX
largo,v1,1,nor,nor,FXXFM
largio,v4,4,nor,nor,XXXFS
larvo,v1,1,nor,nor,XXXES
lascivio,v4,4,nor,nor,XXXDX
lasso,v1,1,nor,nor,XXXDX
lassesco,v1,1,nor,nor,FXXEM
latesco,v3,3,nor,INT,XXXES
latino,v1,1,nor,TRA,DGXFS
latinizo,v1,1,nor,TRA,DGXFS
latito,v1,1,nor,nor,XXXDX
latro,v1,1,nor,nor,XXXDX
latrocino,v1,1,nor,DEP,XXXDX
laudo,v1,1,nor,nor,XXXAX
lavo,v1,1,nor,nor,XXXDX
laxo,v1,1,nor,nor,XXXDX
lectito,v1,1,nor,nor,XXXDX
lego,v3,3,nor,nor,XXXAX
lego,v1,1,nor,nor,XXXBX
legitimo,v1,1,nor,nor,GXXEK
lenio,v4,4,nor,TRA,XXXBO
lenio,v6,6,1,TRA,XXXDW
lenocino,v1,1,nor,DEP,XXXEC
lento,v1,1,nor,nor,XXXDX
lentesco,v3,3,nor,nor,XXXDX
leto,v1,1,nor,TRA,XXXFS
levo,v1,1,nor,TRA,XXXAO
levifico,v1,1,nor,TRA,EXXFP
levigo,v1,1,nor,TRA,XXXFO
libo,v1,1,nor,nor,XXXBX
libero,v1,1,nor,nor,XXXAX
liberto,v1,1,nor,nor,FLXEM
libidino,v1,1,nor,DEP,XXXEO
libro,v1,1,nor,nor,XXXDX
licentio,v1,1,nor,nor,FXXEM
ligo,v1,1,nor,nor,XXXBX
ligno,v1,1,nor,DEP,XXXDX
ligurio,v4,4,nor,nor,XXXDX
ligurrio,v4,4,nor,nor,XXXDX
limo,v1,1,nor,nor,XXXDX
limino,v1,1,nor,TRA,XXXIO
limito,v1,1,nor,nor,EXXEZ
lino,v3,3,nor,TRA,XXXCO
lingo,v3,3,nor,TRA,XXXAO
linio,v4,4,nor,TRA,XXXEO
linquo,v3,3,nor,nor,XXXAS
lippio,v4,4,nor,INT,XBXEC
liquo,v1,1,nor,nor,XXXDX
liquo,v3,3,nor,DEP,XXXDX
liquefacio,v3,3,nor,TRA,XXXCO
liquefio,v3,3,nor,SEM,XXXCO
liquesco,v3,3,nor,nor,XXXDX
lito,v1,1,nor,nor,XXXDX
litigo,v1,1,nor,nor,XXXDX
livesco,v3,3,nor,INT,XXXES
loco,v1,1,nor,nor,XXXAX
locupleto,v1,1,nor,nor,XXXDX
longinquo,v1,1,nor,TRA,DXXES
loquo,v3,3,nor,DEP,XXXAX
luo,v3,3,nor,TRA,XXXBO
lubidino,v1,1,nor,DEP,XXXEO
lubrico,v1,1,nor,TRA,XXXFO
lucesco,v3,3,nor,INT,XXXDO
lucido,v1,1,nor,nor,FXXEM
lucisco,v3,3,nor,INT,XXXDO
lucro,v1,1,nor,DEP,XXXDX
lucrifacio,v3,3,nor,TRA,XXXEC
lucrifio,v3,3,nor,nor,XXXFS
lucto,v1,1,nor,DEP,XXXDX
lucubro,v1,1,nor,nor,XXXDX
ludo,v3,3,nor,nor,XXXAX
ludifico,v1,1,nor,nor,XXXDX
lumino,v1,1,nor,TRA,XXXCO
luno,v1,1,nor,nor,XXXDX
lupio,v4,4,nor,INT,XAXFO
lurco,v1,1,nor,TRA,XXXEO
lurcho,v1,1,nor,TRA,XXXEO
lusito,v1,1,nor,INT,XXXEO
lustro,v1,1,nor,nor,XXXCO
lutesco,v3,3,nor,nor,XXXFS
lutito,v1,1,nor,TRA,XXXFS
luxo,v1,1,nor,TRA,XBXCO
luxurio,v1,1,nor,INT,XXXBO
lympho,v1,1,nor,TRA,XXXCO
macero,v1,1,nor,nor,XXXDX
macesco,v3,3,nor,INT,XXXDO
machino,v1,1,nor,DEP,XXXDX
macresco,v3,3,nor,nor,XXXDX
macto,v1,1,nor,nor,XXXDX
maculo,v1,1,nor,nor,XXXDX
madefacio,v3,3,nor,TRA,XXXCO
madefio,v3,3,nor,SEM,XXXCO
madesco,v3,3,nor,nor,XXXDX
maesto,v1,1,nor,TRA,XXXEO
maestifico,v1,1,nor,TRA,DXXES
magnetizo,v1,1,nor,nor,GSXEK
magnifico,v1,1,nor,TRA,XXXDO
magnufico,v1,1,nor,TRA,XXXDO
malo,v6,6,2,nor,XXXAX
maledico,v3,3,nor,nor,XXXDX
malefacio,v3,3,nor,INT,XXXCO
malefio,v3,3,nor,SEM,DXXES
maleficio,v3,3,nor,INT,XXXFO
maligno,v1,1,nor,TRA,EXXCS
mano,v1,1,nor,nor,XXXDX
mancipo,v1,1,nor,nor,XXXDX
mando,v3,3,nor,nor,XXXDX
mando,v1,1,nor,nor,XXXAX
manduco,v1,1,nor,TRA,XXXBO
manico,v1,1,nor,INT,EXXFS
manifesto,v1,1,nor,TRA,XXXCO
mansito,v1,1,nor,nor,XXXDX
mansuefacio,v3,3,nor,TRA,XXXCO
mansuefio,v3,3,nor,SEM,XXXCO
mansuesco,v3,3,nor,nor,XXXCO
mansueto,v1,1,nor,TRA,EXXFS
manucapio,v3,3,nor,nor,FLXFM
manufesto,v1,1,nor,TRA,XXXCO
manumitto,v3,3,nor,nor,XXXDX
marco,v3,3,nor,INT,XXXCO
marcesco,v3,3,nor,INT,XXXCO
margino,v1,1,nor,nor,XXXDX
marito,v1,1,nor,nor,XXXDX
marlo,v1,1,nor,nor,FAXDM
masterbo,v1,1,nor,DEP,XXXFO
mastigo,v1,1,nor,TRA,DXXFS
masturbo,v1,1,nor,DEP,XXXES
materio,v1,1,nor,DEP,XXXDX
maturo,v1,1,nor,nor,XXXDX
maturesco,v3,3,nor,nor,XXXDX
maumo,v1,1,nor,nor,GXXEK
meo,v1,1,nor,nor,XXXBX
medio,v1,1,nor,nor,DXXES
medico,v1,1,nor,nor,XBXDX
medito,v1,1,nor,nor,FXXCE
meio,v3,3,nor,nor,XXXDX
melioro,v1,1,nor,nor,EXXCS
mello,v1,1,nor,nor,XXXES
memoro,v1,1,nor,nor,XXXAX
mendico,v1,1,nor,nor,XXXCO
menstruo,v1,1,nor,TRA,DEXDS
mensuro,v1,1,nor,TRA,DXXDS
mentio,v4,4,nor,DEP,XXXBX
merco,v1,1,nor,DEP,XXXDX
mergo,v3,3,nor,nor,XXXBX
meridio,v1,1,nor,INT,XXXEC
merso,v1,1,nor,nor,XXXDX
meto,v3,3,nor,nor,XXXDX
meto,v1,1,nor,DEP,XXXDX
metio,v4,4,nor,DEP,XXXBX
metuo,v3,3,nor,nor,XXXAX
mio,v1,1,nor,nor,XXXDX
mico,v1,1,nor,nor,XXXBX
migro,v1,1,nor,nor,XXXDX
milito,v1,1,nor,INT,XWXCO
mino,v1,1,nor,TRA,DXXDS
mingo,v3,3,nor,nor,XXXDX
ministro,v1,1,nor,DAT,XXXBX
minito,v1,1,nor,nor,XXXEO
minoro,v1,1,nor,TRA,XXXFO
minuo,v3,3,nor,nor,XXXBX
minurrio,v4,4,nor,INT,XAXFO
miro,v1,1,nor,nor,XXXCO
mirifico,v1,1,nor,TRA,EEXES
misero,v1,1,nor,nor,XXXCO
miseresco,v3,3,nor,nor,XXXDX
misfacio,v3,3,nor,TRA,FXXEM
missito,v1,1,nor,nor,XXXDX
mitesco,v3,3,nor,nor,XXXDX
mitigo,v1,1,nor,nor,XXXDX
mitto,v3,3,nor,nor,XXXAX
mobilito,v1,1,nor,TRA,XXXEC
modero,v1,1,nor,nor,XXXDX
modifico,v1,1,nor,nor,XXXES
modulo,v1,1,nor,DEP,XXXBX
moecho,v1,1,nor,DEP,XXXDX
moesto,v1,1,nor,TRA,XXXEO
moestifico,v1,1,nor,TRA,DXXES
molo,v3,3,nor,nor,XXXDX
molesto,v1,1,nor,nor,XXXDX
molio,v4,4,nor,DEP,XXXBX
mollesco,v3,3,nor,nor,XXXDX
mollio,v4,4,nor,nor,XXXDX
molto,v1,1,nor,TRA,BLXIO
moneto,v1,1,nor,nor,FXXFM
monstro,v1,1,nor,nor,XXXBX
moro,v1,1,nor,DEP,XXXAX
morio,v4,4,nor,DEP,BXXCO
morio,v3,3,nor,DEP,XXXAO
morigero,v1,1,nor,INT,XXXDO
mortifico,v1,1,nor,TRA,DEXES
moto,v1,1,nor,nor,XXXDX
mugio,v4,4,nor,nor,XXXDX
mugino,v1,1,nor,DEP,XXXEC
mulco,v1,1,nor,nor,XXXDX
mulcto,v1,1,nor,TRA,XLXCO
multo,v1,1,nor,TRA,XLXCO
multiplico,v1,1,nor,TRA,XXXBO
mundo,v1,1,nor,TRA,XXXDO
munero,v1,1,nor,TRA,XXXEC
munio,v4,4,nor,nor,XXXBX
murmuro,v1,1,nor,nor,XXXDX
musino,v1,1,nor,DEP,XXXNO
musso,v1,1,nor,nor,XXXCO
mussito,v1,1,nor,nor,XXXCO
muto,v1,1,nor,nor,XXXAX
mutilo,v1,1,nor,nor,XXXDX
muttio,v4,4,nor,INT,XXXCO
mutuo,v1,1,nor,nor,FXXEM
no,v1,1,nor,nor,XXXBX
nancisco,v3,3,nor,DEP,XXXDX
narro,v1,1,nor,nor,XXXAX
narto,v1,1,nor,nor,GXXEK
nasco,v3,3,nor,DEP,XXXAO
nato,v1,1,nor,nor,XXXBX
naturo,v1,1,nor,nor,FXXEM
naufrago,v1,1,nor,nor,XXXDX
nauseo,v1,1,nor,nor,XXXDX
nausio,v1,1,nor,nor,XXXDX
navo,v1,1,nor,nor,XXXDX
navigo,v1,1,nor,nor,XXXBX
neco,v1,1,nor,TRA,XXXBO
necesso,v1,1,nor,TRA,DXXES
neclego,v3,3,nor,TRA,XXXCO
necto,v3,3,nor,nor,XXXBX
nego,v1,1,nor,nor,XXXAX
negito,v1,1,nor,nor,XXXDX
neglego,v3,3,nor,TRA,XXXAO
negligo,v3,3,nor,TRA,XXXBS
negotio,v1,1,nor,nor,XXXDX
nequeo,v6,6,1,nor,XXXBX
nescio,v4,4,nor,nor,XXXAO
neutralizo,v1,1,nor,nor,GXXEK
nexo,v3,3,nor,nor,XXXFS
nicto,v1,1,nor,nor,XXXDX
nidifico,v1,1,nor,INT,XAXEO
nigro,v1,1,nor,nor,XXXEO
nigresco,v3,3,nor,nor,XXXDX
ningo,v3,3,nor,INT,XSXEC
ninguo,v3,3,nor,INT,XSXEC
nito,v3,3,nor,DEP,XXXBX
nitesco,v3,3,nor,nor,XXXDX
nixo,v1,1,nor,DEP,XXXEO
nobilito,v1,1,nor,nor,XXXCO
noctesco,v3,3,nor,nor,XXXFS
nodo,v1,1,nor,nor,XXXDX
nolo,v6,6,2,nor,XXXAX
nomino,v1,1,nor,nor,XXXAX
nominito,v1,1,nor,nor,XXXDX
nosco,v3,3,nor,TRA,XXXAO
noscito,v1,1,nor,nor,XXXDX
noto,v1,1,nor,nor,XXXBX
notesco,v3,3,nor,nor,XXXDX
novo,v1,1,nor,nor,XXXDX
novello,v1,1,nor,INT,XAXFO
nuo,v3,3,nor,nor,XXXDX
nubo,v3,3,nor,nor,XXXAX
nudo,v1,1,nor,nor,XXXDX
nugo,v1,1,nor,DEP,XXXDX
numero,v1,1,nor,TRA,XSXAO
nuncio,v1,1,nor,TRA,DXXAS
nuncupo,v1,1,nor,nor,XXXDX
nundino,v1,1,nor,DEP,XXXDX
nuntio,v1,1,nor,TRA,XXXAO
nuto,v1,1,nor,nor,XXXDX
nutrio,v4,4,nor,TRA,XXXAO
nutrico,v1,1,nor,TRA,XXXCO
obambulo,v1,1,nor,nor,XXXDX
obaro,v1,1,nor,nor,XXXDX
obarmo,v1,1,nor,nor,XXXDX
obaudio,v4,4,nor,INT,XXXFO
obdo,v3,3,nor,nor,XXXDX
obdormio,v4,4,nor,nor,XXXCO
obdormisco,v3,3,nor,nor,XXXCO
obduco,v3,3,nor,nor,XXXDX
obducto,v1,1,nor,TRA,BXXFS
obduro,v1,1,nor,nor,XXXDX
obduresco,v3,3,nor,nor,XXXDX
obeo,v6,6,1,nor,XXXAX
obedio,v4,4,nor,nor,XXXDX
obequito,v1,1,nor,nor,XXXDX
obfendo,v3,3,nor,nor,XXXAO
obfirmo,v1,1,nor,nor,DXXES
obfringo,v3,3,nor,TRA,XAXEO
obfusco,v1,1,nor,nor,XXXFS
obhaeresco,v3,3,nor,INT,XXXFS
obicio,v3,3,nor,TRA,XXXAX
objecto,v1,1,nor,nor,XXXDX
objicio,v3,3,nor,TRA,XXXCS
objrasco,v3,3,nor,DEP,XXXDO
objurgo,v1,1,nor,nor,XXXDX
oblanguesco,v3,3,nor,INT,XXXFS
oblaqueo,v1,1,nor,nor,EAXFS
oblatro,v1,1,nor,nor,XXXFS
oblecto,v1,1,nor,nor,XXXDX
oblido,v3,3,nor,TRA,XXXEC
obligo,v1,1,nor,nor,XXXDX
oblimo,v1,1,nor,nor,XXXDX
oblino,v1,1,nor,nor,XXXDX
oblitero,v1,1,nor,nor,XXXDX
oblitesco,v3,3,nor,INT,XXXEC
oblittero,v1,1,nor,nor,XXXDX
oblivisco,v3,3,nor,DEP,XXXAX
obloquo,v3,3,nor,DEP,XXXDX
oblucto,v1,1,nor,DEP,XXXDX
obmolio,v4,4,nor,DEP,XXXDX
obmurmuro,v1,1,nor,nor,XXXDX
obmutesco,v3,3,nor,nor,XXXDX
obnito,v3,3,nor,DEP,XXXDX
obnubo,v3,3,nor,nor,XXXDX
obnubilo,v1,1,nor,TRA,XXXDO
obnuntio,v1,1,nor,nor,XXXDX
oboedio,v4,4,nor,nor,XXXBX
oborio,v4,4,nor,DEP,XXXBO
obrepo,v3,3,nor,nor,XXXBO
obrepto,v1,1,nor,INT,XXXEO
obretio,v4,4,nor,TRA,XXXEC
obrigesco,v3,3,nor,nor,XXXES
obrogo,v1,1,nor,nor,XLXFS
obruo,v3,3,nor,nor,XXXBX
obsaepio,v4,4,nor,nor,XXXDX
obsaturo,v1,1,nor,TRA,XXXDS
obscuro,v1,1,nor,nor,XXXDX
obsecro,v1,1,nor,TRA,XXXBO
obsecundo,v1,1,nor,TRA,DXXDS
obsequo,v3,3,nor,DEP,XXXBX
obsero,v1,1,nor,TRA,XXXCO
obsero,v3,3,nor,nor,XXXDX
observo,v1,1,nor,nor,XXXBX
observito,v1,1,nor,nor,XXXCS
obsetrico,v1,1,nor,nor,EBXEW
obsido,v3,3,nor,nor,XWXDX
obsigno,v1,1,nor,nor,XXXDX
obsisto,v3,3,nor,nor,XXXDX
obsolefacio,v3,3,nor,TRA,XXXDO
obsolefio,v3,3,nor,SEM,XXXDO
obsolesco,v3,3,nor,nor,XXXDX
obsono,v1,1,nor,nor,XXXCO
obsto,v1,1,nor,nor,XXXBX
obstetrico,v1,1,nor,nor,DBXES
obstino,v1,1,nor,nor,XXXDX
obstipesco,v3,3,nor,nor,XXXDX
obstrepo,v3,3,nor,nor,XXXDX
obstringo,v3,3,nor,nor,XXXDX
obstruo,v3,3,nor,nor,XXXDX
obstupefacio,v3,3,nor,TRA,XXXCO
obstupefio,v3,3,nor,SEM,XXXCO
obstupesco,v3,3,nor,nor,XXXDX
obsuo,v3,3,nor,nor,XXXDX
obsurdesco,v3,3,nor,INT,XXXEC
obtego,v3,3,nor,nor,XXXDX
obtempero,v1,1,nor,INT,XXXCO
obtendo,v3,3,nor,nor,XXXDX
obtenebro,v1,1,nor,TRA,DXXCS
obtenebresco,v3,3,nor,INT,XEXFS
obtero,v3,3,nor,nor,XXXDX
obtesto,v1,1,nor,DEP,XXXDX
obtexo,v3,3,nor,nor,XXXDX
obticesco,v3,3,nor,nor,XXXDX
obtingo,v3,3,nor,INT,XXXCO
obtorpesco,v3,3,nor,nor,XXXDX
obtrecto,v1,1,nor,nor,XXXDX
obtrunco,v1,1,nor,nor,XXXDX
obtundo,v3,3,nor,nor,XXXDX
obturo,v1,1,nor,TRA,XXXEC
obturgesco,v3,3,nor,INT,XXXFS
obumbro,v1,1,nor,nor,XXXDX
obvenio,v4,4,nor,nor,XXXDX
obverso,v1,1,nor,DEP,XXXDX
obverto,v3,3,nor,nor,XXXDX
obvio,v1,1,nor,DAT,XXXDX
obvolvo,v3,3,nor,TRA,XXXCO
occo,v1,1,nor,nor,XXXDX
occaeco,v1,1,nor,nor,XXXDX
occallesco,v3,3,nor,nor,XXXDX
occano,v3,3,nor,TRA,XXXEC
occedo,v3,3,nor,TRA,XXXEC
occento,v1,1,nor,INT,XXXEC
occido,v3,3,nor,nor,XXXDX
occino,v3,3,nor,nor,XXXDX
occipio,v3,3,nor,nor,XXXDX
occlamito,v1,1,nor,INT,BXXFS
occludo,v3,3,nor,TRA,XXXEC
occubo,v1,1,nor,INT,XXXCO
occulo,v3,3,nor,nor,XXXDX
occulco,v1,1,nor,nor,XXXDX
occulto,v1,1,nor,nor,XXXBX
occumbo,v3,3,nor,nor,XXXDX
occupo,v1,1,nor,nor,XXXBX
occuro,v1,1,nor,nor,FXXEN
occurro,v3,3,nor,nor,XXXBX
occurso,v1,1,nor,nor,XXXDX
odeo,v6,6,1,TRA,EXXCW
odio,v4,4,nor,TRA,FXXCF
odoro,v1,1,nor,nor,XXXDX
offendo,v3,3,nor,nor,XXXAO
offenso,v1,1,nor,nor,XXXDX
offero,v3,3,nor,nor,XXXAX
offero,v1,1,nor,nor,FXXFY
officio,v3,3,nor,DAT,XXXDX
offigo,v3,3,nor,TRA,XXXDS
offirmo,v1,1,nor,nor,DXXES
offlecto,v3,3,nor,TRA,BXXFS
offoco,v1,1,nor,TRA,XXXEO
offringo,v3,3,nor,TRA,XAXEO
offuco,v1,1,nor,TRA,XXXEO
offundo,v3,3,nor,nor,XXXDX
ogganio,v4,4,nor,nor,XXXEC
oggannio,v4,4,nor,nor,FXXFS
oggero,v3,3,nor,nor,XBXFS
olefacio,v3,3,nor,TRA,XXXCO
olefacto,v1,1,nor,TRA,XXXEO
olfacio,v3,3,nor,TRA,XXXCO
olfacto,v1,1,nor,TRA,XXXEO
omino,v1,1,nor,DEP,XXXDX
omitto,v3,3,nor,nor,XXXBX
onero,v1,1,nor,nor,XXXBX
opaco,v1,1,nor,nor,XXXDX
opero,v1,1,nor,nor,EXXDX
operio,v4,4,nor,TRA,XXXAO
opino,v1,1,nor,DEP,XXXBX
opitulo,v1,1,nor,DEP,XXXDX
oppando,v3,3,nor,TRA,XXXDS
oppedo,v3,3,nor,DAT,XPXDS
opperio,v4,4,nor,DEP,XXXDX
oppeto,v3,3,nor,nor,XXXDX
oppilo,v1,1,nor,nor,XXXDX
oppono,v3,3,nor,nor,XXXBX
opprimo,v3,3,nor,nor,XXXAX
opprobro,v1,1,nor,TRA,XXXEC
oppugno,v1,1,nor,nor,XXXDX
oprepo,v3,3,nor,nor,XXXBO
oprepto,v1,1,nor,INT,XXXEO
opsecro,v1,1,nor,TRA,XXXBO
opsecundo,v1,1,nor,TRA,DXXDS
opsono,v1,1,nor,nor,XXXCO
opstetrico,v1,1,nor,nor,DBXES
opto,v1,1,nor,nor,XXXAX
optempero,v1,1,nor,INT,XXXCO
optingo,v3,3,nor,INT,XXXCO
oro,v1,1,nor,nor,XXXAX
oro,v3,3,nor,nor,EXXEX
orbo,v1,1,nor,nor,XXXDX
ordio,v4,4,nor,DEP,XXXDX
ordino,v1,1,nor,nor,XXXBX
organizo,v1,1,nor,nor,GXXEK
orio,v3,3,nor,DEP,XXXBO
orio,v4,4,nor,DEP,XXXAO
orno,v1,1,nor,nor,XXXAX
orto,v1,1,nor,TRA,EXXDM
oscito,v1,1,nor,nor,XXXDX
osculo,v1,1,nor,DEP,XXXDX
ostendo,v3,3,nor,nor,XXXAX
ostento,v1,1,nor,nor,XXXDX
otio,v1,1,nor,DEP,XXXDX
ovo,v1,1,nor,nor,XXXBX
oxydo,v1,1,nor,nor,GSXEK
pabulo,v1,1,nor,DEP,XXXDX
paco,v1,1,nor,nor,XXXBX
pacifico,v1,1,nor,nor,XXXDX
pacisco,v3,3,nor,nor,XXXDX
paedico,v1,1,nor,nor,XXXDX
palo,v1,1,nor,DEP,XXXDX
palifico,v1,1,nor,nor,FXXEN
pallesco,v3,3,nor,nor,XXXDX
pallio,v1,1,nor,nor,FXXFM
palpo,v1,1,nor,TRA,XXXEC
palpito,v1,1,nor,nor,XXXDX
pampino,v1,1,nor,nor,XAXES
pando,v3,3,nor,nor,XXXAX
pandiculo,v1,1,nor,DEP,XXXDS
pango,v3,3,nor,TRA,BXXDX
pappo,v1,1,nor,TRA,XXXEC
paro,v1,1,nor,TRA,XXXAO
paratragoedo,v1,1,nor,INT,BXXFS
parco,v3,3,nor,nor,XXXEO
parento,v1,1,nor,nor,XXXDX
pario,v4,4,nor,nor,BXXEO
pario,v3,3,nor,nor,XXXAO
pario,v1,1,nor,nor,XXXDO
parito,v1,1,nor,TRA,BXXFS
partio,v4,4,nor,TRA,XXXDX
participo,v1,1,nor,nor,XXXDX
parturio,v4,4,nor,nor,XXXDX
parvipendo,v3,3,nor,INT,XXXES
pasco,v3,3,nor,nor,XXXDX
pastino,v1,1,nor,TRA,XAXDO
patefacio,v3,3,nor,TRA,XXXAO
patefio,v3,3,nor,SEM,XXXAO
patesco,v3,3,nor,nor,XXXDX
patio,v3,3,nor,DEP,XXXAX
patino,v1,1,nor,nor,GXXEK
patro,v1,1,nor,nor,XXXDX
patrizo,v1,1,nor,nor,FXXEM
patrocino,v1,1,nor,DEP,XXXEC
paupero,v1,1,nor,nor,XXXEC
pauso,v1,1,nor,nor,XXXFS
pavefacio,v3,3,nor,TRA,XXXDO
pavefio,v3,3,nor,SEM,XXXDO
pavesco,v3,3,nor,nor,XXXDX
pavio,v4,4,nor,nor,DXXES
pavito,v1,1,nor,nor,XXXDX
pecco,v1,1,nor,INT,XXXAO
pecto,v3,3,nor,nor,XXXDX
pedico,v1,1,nor,TRA,XXXCO
peioro,v1,1,nor,nor,GXXEK
peiuro,v1,1,nor,nor,XXXFS
pejero,v1,1,nor,nor,XXXDX
pejuro,v1,1,nor,nor,XXXDX
pello,v3,3,nor,nor,XXXAX
pellego,v3,3,nor,TRA,XXXCO
pellico,v3,3,nor,TRA,EXXFW
pellicio,v3,3,nor,TRA,XXXCO
pendo,v3,3,nor,nor,XLXAX
penetro,v1,1,nor,nor,XXXAX
penso,v1,1,nor,nor,XXXBX
pensito,v1,1,nor,TRA,XXXCO
peraccedo,v3,3,nor,INT,EXXEP
peracesco,v3,3,nor,INT,BXXES
peraequo,v1,1,nor,TRA,DXXDS
perago,v3,3,nor,nor,XXXAX
peragito,v1,1,nor,nor,XXXDX
peragro,v1,1,nor,nor,XXXDX
